iter,env_steps,elapsed_time_s,steps_per_s,computation_speed_sps,avg_return,cvar,policy_loss,value_loss,entropy,avg_loss
1,8192,7.25924015045166,1128.4927664902098,1128.4927664902098,-4068.7021258229215,nan,0.0004488364138524048,1822.436679840088,1.3776027709245682,nan
2,16384,14.759580612182617,1110.0586412649543,1110.0586412649543,-4679.305496724457,-429.2698985248667,-7.974163963808678e-05,970.6785292625427,1.379220036789775,nan
3,24576,22.77462387084961,1079.095757601339,1079.095757601339,-4517.14752746297,-465.4160521107847,-0.0012463098464650102,628.8548083305359,1.378522307612002,nan
4,32768,29.758547067642212,1101.1290277551923,1101.1290277551923,-3969.337819490249,-383.30420916110074,0.0003528615525283385,587.1592335700989,1.3757006581872702,nan
5,40960,37.17165541648865,1101.9148741444244,1101.9148741444244,-4231.783011432609,-410.7878777277075,-0.0016730360639485298,555.8444192409515,1.3777280868962407,nan
6,49152,45.22707009315491,1086.782758616927,1086.782758616927,-2820.884329203287,-352.4379967339382,9.935723937815055e-06,315.66317343711853,1.3727431315928698,nan
7,57344,52.35130977630615,1095.3689648841128,1095.3689648841128,-3594.1158782929074,-367.553082738032,-0.0002525735581002664,482.14726400375366,1.3675004802644253,nan
8,65536,60.559276819229126,1082.1793694073745,1082.1793694073745,-2562.961788560008,-310.0067718968171,0.000650382771709701,362.9165495634079,1.3629797976464033,nan
9,73728,69.10741353034973,1066.8609376853767,1066.8609376853767,-2532.4961177925024,-293.2663740898548,0.0033844561112346128,384.3290263414383,1.3661875687539577,nan
10,81920,76.39525437355042,1072.3179164956398,1072.3179164956398,-3123.2321387936454,-286.44222685142057,-0.00015179815818555653,361.27951073646545,1.354511683806777,nan
11,90112,83.82758975028992,1074.9682803529295,1074.9682803529295,-2659.665475489479,-266.3250869510226,0.00437617847637739,339.0352247953415,1.3406901936978102,nan
12,98304,92.03870344161987,1068.0724121929227,1068.0724121929227,-3588.5552880834057,-363.9011076366515,0.001905840512335999,572.3211028575897,1.3306430811062455,nan
13,106496,100.33109140396118,1061.445644712636,1061.445644712636,-3912.086111076467,-364.86628736681723,0.00506791867519496,637.4226384162903,1.328619983047247,nan
14,114688,108.0843300819397,1061.0973849128177,1061.0973849128177,-2722.2503530331574,-359.16939705739514,-0.0022168852847244125,404.89401721954346,1.3461455209180713,nan
15,122880,115.67974090576172,1062.2430430588875,1062.2430430588875,-2954.0741490369173,-322.91580558670415,0.00048310177953680977,360.76207959651947,1.334417569451034,nan
16,131072,123.63391351699829,1060.1621858550895,1060.1621858550895,-2434.4463340503276,-307.2777927440986,-0.0014220832563296426,365.31530153751373,1.3303655218333006,nan
17,139264,131.01001453399658,1063.0027062844233,1063.0027062844233,-3286.926495640099,-298.17213543303563,-0.000844167447212385,370.73700618743896,1.3189240731298923,nan
