iter,env_steps,elapsed_time_s,steps_per_s,computation_speed_sps,avg_return,cvar,policy_loss,value_loss,entropy,avg_loss
1,8192,5.540204763412476,1478.6457089275807,1478.6457089275807,-4392.578730083964,nan,-0.0009048617321241181,1793.8611164093018,1.3736160462722182,nan
2,16384,11.086436748504639,1477.8418324724496,1477.8418324724496,-3370.2142825179144,-351.3032428057428,0.0019629182606877293,802.4656364917755,1.3750595962628722,nan
3,24576,18.129162549972534,1355.6059157314596,1355.6059157314596,-4246.425746691507,-402.95716337196643,0.0004034209232486319,689.0573966503143,1.3669241489842534,nan
4,32768,24.41689705848694,1342.0214665896847,1342.0214665896847,-5233.072704550392,-373.36374901908687,-0.0030201844674593303,533.337140083313,1.3449376821517944,nan
5,40960,30.708335638046265,1333.8397913448744,1333.8397913448744,-4348.75676437179,-368.14323296488175,-0.0016977094710455276,472.32447028160095,1.3334027333185077,nan
6,49152,36.14277148246765,1359.939982019446,1359.939982019446,-3593.564549165708,-334.5450052478737,-0.002408121083135484,456.3338214159012,1.3506829496473074,nan
7,57344,41.363126039505005,1386.3555657092265,1386.3555657092265,-3589.1369858343323,-303.8129508400755,-0.0006635687313973904,437.47844672203064,1.335014003328979,nan
8,65536,46.58614921569824,1406.7700615597605,1406.7700615597605,-3247.393880242879,-241.4540276412376,-0.0012239947373018367,435.0521522760391,1.3521099854260683,nan
9,73728,51.71322274208069,1425.708863044909,1425.708863044909,-3143.3383492741505,-231.99449253142063,-0.00367733629536815,336.1756089925766,1.370173068717122,nan
10,81920,57.014962673187256,1436.815813939399,1436.815813939399,-2648.302782874565,-210.01251978018504,-0.0042335752077633515,234.10481524467468,1.3575116256251931,nan
11,90112,62.35479164123535,1445.1495647434535,1445.1495647434535,-2976.9290028703253,-286.1514321942346,-0.005651691499224398,387.2777736186981,1.341007106937468,nan
12,98304,67.72530937194824,1451.510534416509,1451.510534416509,-2689.540853956682,-262.7396305989963,-0.005473522351167048,340.43694829940796,1.3216321179643273,nan
13,106496,73.00756573677063,1458.6981352586415,1458.6981352586415,-2670.658872758929,-243.9355502893303,-0.002130808847141452,264.32150316238403,1.3282186398282647,nan
14,114688,78.32961320877075,1464.1716625655201,1464.1716625655201,-2370.423981923889,-243.94598076109935,-0.0015668996056774631,235.62795269489288,1.3161765364930034,nan
15,122880,83.62836480140686,1469.357918115515,1469.357918115515,-1957.2671070302933,-219.2897466932134,-0.006958761910937028,233.46135306358337,1.289293090812862,nan
16,131072,89.08570146560669,1471.3023284730261,1471.3023284730261,-1786.4864035256896,-215.95699608605213,-0.0065251248379354365,262.78717172145844,1.2604356221854687,nan
17,139264,94.64871883392334,1471.3775496989185,1471.3775496989185,-1375.8534455560311,-250.31987843068848,-0.004505707292992156,270.09362411499023,1.2158592203631997,nan
18,147456,101.39144968986511,1454.3238157757537,1454.3238157757537,-1225.6734721268149,-249.15851835690543,-0.000272201890766155,273.2935576438904,1.216336116194725,nan
19,155648,108.449387550354,1435.2132687492704,1435.2132687492704,-1253.8803523300062,-310.5418062269634,-0.0048418296064483,234.20073521137238,1.1939282407984138,nan
20,163840,115.15893220901489,1422.7294127964678,1422.7294127964678,-687.0410456113799,-243.98995988152396,0.0020829578934353776,167.90057545900345,1.2041346356272697,nan
21,172032,120.9596791267395,1422.2259949924949,1422.2259949924949,-669.9259848538704,-139.64585893909089,-0.004414091534272302,113.14449751377106,1.1366743501275778,nan
22,180224,127.11285209655762,1417.8267344917888,1417.8267344917888,-392.35206622997123,-118.5263503037639,-0.003341124107464566,129.80781996250153,1.1441760854795575,nan
23,188416,134.89737915992737,1396.7358089042168,1396.7358089042168,-126.25225890594788,-94.85331517979978,-0.002988504184031626,110.70585411787033,1.1530341282486916,nan
24,196608,142.38083863258362,1380.859966047472,1380.859966047472,-114.77090210314383,-83.9163578998427,-0.005933803382504266,85.94361197948456,1.1541936416178942,nan
25,204800,148.78765726089478,1376.458261190908,1376.458261190908,-11.487598446570065,-54.71372073570681,-0.008923756206058897,99.94182133674622,1.0895470902323723,nan
26,212992,157.3264319896698,1353.8220965564467,1353.8220965564467,-51.83992719234939,-59.74726722200067,-0.0001805939718906302,113.69659197330475,1.1477561257779598,nan
27,221184,168.37594890594482,1313.6317950228977,1313.6317950228977,90.28158033801961,-59.74726722200067,-0.0021590502001345158,96.10620760917664,1.1456088498234749,nan
28,229376,178.75417494773865,1283.1924069301394,1283.1924069301394,21.708270823005016,-53.370075119665,-0.001432217421097448,82.1090740263462,1.155101589858532,nan
29,237568,190.85644936561584,1244.7470378373264,1244.7470378373264,6.150059212694,-59.529858419049326,-0.0033430518124077935,108.7506851553917,1.1988328332081437,nan
30,245760,201.7369544506073,1218.2200364295238,1218.2200364295238,-37.307396769500215,-121.53101525980104,0.00026316268485970795,119.13799375295639,1.1834268225356936,nan
31,253952,212.2932813167572,1196.2319222956703,1196.2319222956703,54.24789310906986,-121.53101525980104,-0.0030258187362051103,86.63296779990196,1.1886644447222352,nan
32,262144,229.4305703639984,1142.5853127771977,1142.5853127771977,158.0440643977808,-121.53101525980104,-0.0038144532045407686,60.84827670454979,1.2412466127425432,nan
33,270336,241.61198091506958,1118.8849119821891,1118.8849119821891,95.36172403539278,-121.53101525980104,-0.003118159409496002,64.55964878201485,1.218777872622013,nan
34,278528,252.29234051704407,1103.9891240026907,1103.9891240026907,171.83339528776955,-121.53101525980104,-0.0023733447160338983,111.52384865283966,1.1333260713145137,nan
