iter,env_steps,elapsed_time_s,steps_per_s,computation_speed_sps,avg_return,cvar,policy_loss,value_loss,entropy,avg_loss
1,8192,6.065464019775391,1350.5974107325358,1350.5974107325358,-188.1354508076622,nan,-0.0005977328182780184,1666.4994630813599,1.380629289895296,nan
2,16384,12.48489260673523,1312.3060418766693,1312.3060418766693,-182.43535125605456,nan,0.000861057560541667,963.0879421234131,1.37231217417866,nan
3,24576,18.181678533554077,1351.6903818668488,1351.6903818668488,-192.025169473893,nan,-0.0010298249617335387,648.841673374176,1.3546579601243138,nan
4,32768,23.849777460098267,1373.9331553437894,1373.9331553437894,-210.36995961164342,nan,0.002599625579023268,588.6057748794556,1.3542810715734959,nan
5,40960,29.424530029296875,1392.0358272236701,1392.0358272236701,-218.82321282690364,nan,0.002343096330150729,764.5035533905029,1.3577867532148957,nan
6,49152,34.631974935531616,1419.2664464414117,1419.2664464414117,-198.20674095201377,nan,0.003147041548800189,635.5812163352966,1.3640310317277908,nan
7,57344,40.39695715904236,1419.5128552439562,1419.5128552439562,-176.91397135918737,nan,0.0018768885056488216,672.8912501335144,1.373292125761509,nan
8,65536,46.68458366394043,1403.8038867768798,1403.8038867768798,-189.7892281508395,nan,-0.0031003154690552037,564.6318626403809,1.3744184095412493,nan
9,73728,52.46753191947937,1405.211895866353,1405.211895866353,-142.25036339753478,nan,0.003303213023173157,461.5619809627533,1.3709517670795321,nan
10,81920,57.58421564102173,1422.612066311484,1422.612066311484,-162.71055073191107,nan,-0.007290365141670918,372.55965435504913,1.368860149756074,nan
11,90112,63.320276737213135,1423.1144373227519,1423.1144373227519,-147.43009069290153,nan,0.0008120357942971168,377.8593235015869,1.3580392738804221,nan
12,98304,69.10969471931458,1422.4342966534084,1422.4342966534084,-157.94649867139,nan,-0.003849990876915399,454.9522867202759,1.3541529653593898,nan
13,106496,75.01931643486023,1419.581050068234,1419.581050068234,-146.9837148692714,nan,0.0008249138008977752,369.82424998283386,1.340516110882163,nan
14,114688,80.99182653427124,1416.0441233100282,1416.0441233100282,-129.20244202822522,nan,-0.0037259044802340213,284.2511475086212,1.3492582058534026,nan
15,122880,86.91548252105713,1413.787238311997,1413.787238311997,-120.54760278734247,nan,-0.0002419428674329538,239.94866931438446,1.3334983875975013,nan
16,131072,92.99091219902039,1409.5140793917362,1409.5140793917362,-110.05989938698326,nan,-0.005285461273160763,173.53276962041855,1.3135295361280441,nan
17,139264,98.90221428871155,1408.0978975199268,1408.0978975199268,-114.83676028229375,nan,-0.004466246176889399,195.0687958598137,1.3134648781269789,nan
18,147456,104.94151949882507,1405.1254518155793,1405.1254518155793,-114.1531231050697,nan,-0.005398789482569555,208.13946998119354,1.2718866914510727,nan
19,155648,110.24381113052368,1411.852496787505,1411.852496787505,-94.63976989676617,nan,-0.0036560150219884235,220.62119460105896,1.2433780301362276,nan
20,163840,115.84878253936768,1414.2574173735834,1414.2574173735834,-81.52925186600424,nan,-0.005430397595773684,187.15050387382507,1.2520054243505,nan
21,172032,121.19691109657288,1419.4421164985004,1419.4421164985004,-61.44639087996274,nan,-0.0014576538997062016,175.68814086914062,1.2147741569206119,nan
22,180224,127.5241494178772,1413.2538881669655,1413.2538881669655,-57.185795513263,nan,-0.006702171162032755,136.48755460977554,1.225786341354251,nan
23,188416,133.1253035068512,1415.3282286436502,1415.3282286436502,-58.842347190309674,nan,-0.0029966171823616605,185.49102878570557,1.159858874976635,nan
24,196608,141.3185806274414,1391.2395604815636,1391.2395604815636,-60.5035821349393,nan,0.0003614566467149416,164.85488998889923,1.2059913575649261,nan
25,204800,147.23124742507935,1391.0090662256687,1391.0090662256687,-42.355199982302814,nan,-0.004784542667039204,124.25371044874191,1.1607612865045667,nan
26,212992,156.65368223190308,1359.6360900390214,1359.6360900390214,-35.44584764465499,nan,-0.0010339394175389316,129.0703437924385,1.187510753981769,nan
27,221184,163.53054118156433,1352.554687349957,1352.554687349957,-56.25065506531124,nan,0.0003940786136809038,181.76834577322006,1.1738398801535368,nan
28,229376,171.89264345169067,1334.4142913507794,1334.4142913507794,-49.103691214115344,nan,-0.0022885792604938615,119.55926126241684,1.1390232304111123,nan
29,237568,182.506094455719,1301.6989964553788,1301.6989964553788,-41.88985054271147,nan,-0.001245289939106442,110.18691194057465,1.17384460195899,nan
30,245760,191.78936743736267,1281.405759264855,1281.405759264855,-37.196156140130306,nan,0.0035243411948613357,144.8461099267006,1.1163373794406652,nan
31,253952,200.20304369926453,1268.4722235365941,1268.4722235365941,-60.92253616867528,nan,-0.0014561942916770931,117.01014530658722,1.1011750064790249,nan
32,262144,209.44703793525696,1251.600416908414,1251.600416908414,-41.81392152410372,nan,-0.0033475092131993733,212.90795022249222,1.100506137125194,nan
33,270336,218.96523642539978,1234.6069376729668,1234.6069376729668,-27.76177072436387,nan,-0.003859970318444539,111.01291859149933,1.0950741739943624,nan
34,278528,227.94168996810913,1221.9265376113,1221.9265376113,-57.255618901535804,nan,0.004064970085892128,183.73382288217545,1.0638621184043586,nan
35,286720,236.83271861076355,1210.643536424655,1210.643536424655,-37.0358527865345,nan,-0.0045756248946418054,113.78718763589859,1.046467924490571,nan
36,294912,248.76177525520325,1185.5197596071644,1185.5197596071644,-64.9626599667795,nan,0.002166437217965722,149.11731296777725,1.066380011383444,nan
37,303104,259.67204117774963,1167.2569700814286,1167.2569700814286,-24.41655617969572,nan,-0.004651799099519849,123.27468752861023,1.0426028408110142,nan
38,311296,269.0585958957672,1156.9821769254884,1156.9821769254884,-14.494192583394295,nan,-0.003540816680470016,146.69429636001587,1.0228710006922483,nan
39,319488,282.23238801956177,1132.0033191153668,1132.0033191153668,-30.31046477164052,nan,-0.0028067877065041102,101.86180835962296,1.0496482588350773,nan
40,327680,294.5276606082916,1112.561038658435,1112.561038658435,-60.03010648106777,nan,-0.0027354074518370908,104.59218347072601,1.051746966317296,nan
41,335872,307.4647192955017,1092.3920011687464,1092.3920011687464,-64.0213127480694,nan,0.0007312631169043016,102.17024528980255,1.0538149094209075,nan
42,344064,319.1828815937042,1077.9525464588278,1077.9525464588278,-21.313066294581994,nan,-0.004733793986815726,100.31737011671066,1.0604804260656238,nan
43,352256,334.2333650588989,1053.9223094556257,1053.9223094556257,nan,nan,-0.009146625750872772,53.0939484834671,1.0914085814729333,nan
44,360448,346.44452834129333,1040.4205305990904,1040.4205305990904,-54.98790162600378,nan,0.00029226302285678685,76.98627889156342,1.1051708944141865,nan
45,368640,360.9731385707855,1021.2394236855689,1021.2394236855689,-24.861564252831585,nan,-0.003207374225894455,66.30119502544403,1.074013420380652,nan
46,376832,372.79928183555603,1010.8173978892556,1010.8173978892556,-37.89844757376541,nan,-0.0005523597428691573,103.83701276779175,1.079357116483152,nan
47,385024,386.7487816810608,995.5403048108807,995.5403048108807,-33.75652025128827,nan,-0.004180678575721686,71.83137664198875,1.0726616438478231,nan
48,393216,397.932763338089,988.146833403407,988.146833403407,-15.305655031461551,nan,0.0009046685554494616,72.07043290138245,1.0695064524188638,nan
49,401408,409.0596160888672,981.2946187110172,981.2946187110172,-29.34714795833819,nan,0.0006243792049644981,98.15619987249374,1.027398587204516,nan
50,409600,420.9031171798706,973.1455607751171,973.1455607751171,12.035209806130455,nan,-0.0032708340368117206,78.64186927676201,1.0105657875537872,nan
51,417792,434.94420981407166,960.5645748878832,960.5645748878832,-48.710018277792756,nan,-0.000718010976925143,66.34065115451813,1.0466018938459456,nan
52,425984,444.9455120563507,957.3846425178701,957.3846425178701,-66.04142356746571,nan,-0.0014837602284387685,128.75952500104904,0.9878250011242926,nan
53,434176,456.5301470756531,951.0346748865444,951.0346748865444,-66.455640208348,nan,-0.0024215297380578704,78.5432950258255,0.9178657764568925,nan
54,442368,467.5318648815155,946.1772196256769,946.1772196256769,-35.1382319254638,nan,-0.002743817341979593,82.63889530301094,0.9355140696279705,nan
55,450560,478.128436088562,942.340940199893,942.340940199893,-37.31446206051299,nan,-0.0028936998496646993,132.45749121904373,0.9732329859398305,nan
56,458752,489.8171195983887,936.5781260894686,936.5781260894686,-24.850849943994714,nan,0.0017715921458147932,87.21618688106537,0.9886160427704453,nan
57,466944,500.96321868896484,932.092382394871,932.092382394871,-10.934709718103573,nan,-0.00018374622595729306,101.66484487056732,0.9805627022869885,nan
58,475136,512.4916579723358,927.1097248292142,927.1097248292142,-26.110166738740716,nan,-0.00346198265106068,133.3148411512375,0.9430809640325606,nan
59,483328,525.2279162406921,920.2252680310866,920.2252680310866,-81.2306990485899,nan,-0.002388647006227984,110.11928755044937,0.9352114233188331,nan
