iter,env_steps,elapsed_time_s,steps_per_s,computation_speed_sps,avg_return,cvar,policy_loss,value_loss,entropy,avg_loss
1,8192,5.648010492324829,1450.422234720038,1450.422234720038,-196.04947769174268,nan,-0.0014518715615849942,2001.0267143249512,1.380348963662982,nan
2,16384,11.056320667266846,1481.867295013086,1481.867295013086,-195.289179638575,nan,-0.0012100922540412284,968.5505475997925,1.3799636336043477,nan
3,24576,17.059092044830322,1440.6393924961346,1440.6393924961346,-165.04458404198124,nan,-0.0010260869530611672,488.2061903476715,1.3717187084257603,nan
4,32768,23.514976024627686,1393.4949355543226,1393.4949355543226,-190.33415959016963,nan,0.0002619464212330058,412.2805242538452,1.369379859417677,nan
5,40960,30.314899921417236,1351.150757752035,1351.150757752035,-208.68366663506205,nan,0.001389218436088413,566.2131199836731,1.3617836814373732,nan
6,49152,36.870460748672485,1333.0996955813662,1333.0996955813662,-171.8666831413942,nan,0.00042943740118062124,530.8842489719391,1.3579580280929804,nan
7,57344,42.40688157081604,1352.2333610935336,1352.2333610935336,-197.5775560060577,nan,0.00522383076895494,914.4253363609314,1.361479769460857,nan
8,65536,48.663795471191406,1346.7095890372302,1346.7095890372302,-166.21415563495796,nan,0.0018184589098382276,576.3945989608765,1.357914556749165,nan
9,73728,55.031670331954956,1339.7376375324873,1339.7376375324873,-159.0436249994156,nan,0.002904928391217254,557.5897023677826,1.3499418748542666,nan
10,81920,60.52844214439392,1353.4133226917577,1353.4133226917577,-226.2159093998999,nan,0.0008028737138374709,1023.804235458374,1.320204148069024,nan
11,90112,67.04062628746033,1344.1401876768427,1344.1401876768427,-178.3884960624671,nan,-0.0015607881941832602,570.9573311805725,1.3472937904298306,nan
12,98304,73.59975075721741,1335.656697048801,1335.656697048801,-183.34808515804076,nan,-0.0024949279431893956,606.6041440963745,1.3328965893015265,nan
13,106496,79.9480767250061,1332.064564433609,1332.064564433609,-133.69847140892952,nan,-0.0071134136596811,359.81523001194,1.3466469664126635,nan
14,114688,85.77190113067627,1337.1278762408347,1337.1278762408347,-116.75884017787327,nan,-0.003267980253440328,326.7714958190918,1.3405989482998848,nan
15,122880,91.3419840335846,1345.274041286639,1345.274041286639,-102.70162837576673,nan,-0.009228081315086456,253.1915249824524,1.2964010341092944,nan
16,131072,97.1626615524292,1348.995569962575,1348.995569962575,-100.94816699411923,nan,-0.005659386093611829,253.73531234264374,1.2672339528799057,nan
17,139264,103.11550164222717,1350.5631818889347,1350.5631818889347,-123.67359000705915,nan,-0.0004732708111987449,248.11372649669647,1.187306648120284,nan
