iter,env_steps,elapsed_time_s,steps_per_s,computation_speed_sps,avg_return,cvar,policy_loss,value_loss,entropy,avg_loss
1,8192,5.363642930984497,1527.3201638156695,-176.13410410024423,nan,-0.0022222938350751065,1504.321828842163,1.3822927130386233,nan
2,16384,10.407753944396973,1574.2109284607316,-164.1191665576137,-442.2659444942575,0.0005497778583958279,905.11394739151,1.3811261365190148,nan
3,24576,15.380876302719116,1597.8283367154652,-166.2542126635217,-462.76828475943785,0.002361617145652417,549.7428441047668,1.3754851277917624,nan
4,32768,20.70932412147522,1582.2824447476844,-154.24175270940412,-381.54028047406234,-0.001195757282403065,341.9122862815857,1.373724945820868,nan
5,40960,25.511823654174805,1605.5300693212978,-149.5340790749042,-357.2060793984816,0.0008582042282796465,342.5016545057297,1.3768572406843305,nan
6,49152,30.31046199798584,1621.6183047050288,-178.55954827331112,-434.3165601981774,-0.0008862285721988883,436.27572870254517,1.376878441311419,nan
7,57344,35.2055823802948,1628.8325919612246,-151.7970544256415,-384.439581520004,-0.0010987599889631383,451.44740867614746,1.3722422141581774,nan
8,65536,40.11112594604492,1633.8608915679677,-137.84754451265982,-352.0312710200536,-0.004731923356303014,412.74510622024536,1.3765826122835279,nan
9,73728,44.9508740901947,1640.190574538406,-144.13770566538923,-372.12948974076596,-0.0022201756328286137,405.025817155838,1.3706343499943614,nan
10,81920,49.726683378219604,1647.405264833752,-145.44886055637858,-357.1989075996921,-0.0023639594364794903,327.99031364917755,1.3569438066333532,nan
11,90112,54.670011043548584,1648.2894054698347,-127.69374908166748,-308.61292368372034,-0.003935365504730726,305.23823940753937,1.3583748023957014,nan
12,98304,59.51409554481506,1651.7767614560405,-126.15139591290765,-308.71779253871557,-0.00376734028395731,186.933669090271,1.3591043688356876,nan
13,106496,65.03117179870605,1637.6146554707934,-109.58332943121778,-236.19106083213237,-0.007160622055380372,222.21166092157364,1.3411502372473478,nan
14,114688,70.18261742591858,1634.1368305486637,-109.70957085996554,-240.45229478334105,-0.013644581114931498,212.07651734352112,1.3141838628798723,nan
15,122880,75.25268578529358,1632.8985300351112,-95.41265154782504,-250.83537335817488,-0.0048469194589415565,220.26055788993835,1.2611752497032285,nan
16,131072,80.31720185279846,1631.9293622830949,-83.83460967475293,-237.51295879684767,-0.00038150611362652853,215.07417225837708,1.2503925012424588,nan
17,139264,85.59989809989929,1626.9178245688104,-71.87316284107371,-200.0273324100212,-0.00730955952531076,147.83890902996063,1.2200147276744246,nan
18,147456,91.4373288154602,1612.645534490594,-67.84950029396754,-193.3697604049405,-0.0020115825900575146,119.14011204242706,1.2011816054582596,nan
19,155648,97.60369157791138,1594.6937813899715,-75.9597981684632,-337.203734831107,-0.0044955843877687585,191.28543144464493,1.1383516816422343,nan
20,163840,104.17572498321533,1572.7272358929847,-109.2190410940512,-672.5620003992397,0.0006952404874027707,205.0940791964531,1.1316142240539193,nan
21,172032,110.16128087043762,1561.6376156912108,-54.99380891995843,-695.6386983054196,-0.0028442384682421107,146.84587198495865,1.2090670578181744,nan
22,180224,115.48974680900574,1560.5194831542083,-35.705270489885244,-226.8467829299788,-0.0016036944798543118,88.22892540693283,1.2143120635300875,nan
23,188416,121.01687693595886,1556.93986467448,-30.737130069587216,-99.41273905065086,-0.005414975985331694,87.9044141471386,1.1772457771003246,nan
24,196608,127.41025972366333,1543.1096398862837,-21.51037627594718,-100.55983796264321,-0.006321373672108166,83.576127409935,1.162424416281283,nan
25,204800,134.77158999443054,1519.6081014438087,-23.439232301553353,-167.95729712592555,-0.0026015540279331617,105.68718731403351,1.1541057052090764,nan
26,212992,141.36061358451843,1506.7280383064672,-26.08235211296103,-197.88496344476715,-0.0023084139538696036,91.21623420715332,1.191081315279007,nan
27,221184,147.0526521205902,1504.114321029848,-12.063511275439401,-196.84818609108078,-0.009391283461809508,69.48961234092712,1.1178751904517412,nan
28,229376,157.1998131275177,1459.1365946086353,-52.40850072060641,-206.15677443851078,0.0012638337029784452,124.87590372562408,1.177240894176066,nan
29,237568,165.0972261428833,1438.9581554471238,-56.04145266505318,-228.5876680561983,-0.0029010538710281253,122.01371401548386,1.2114100139588118,nan
30,245760,173.110591173172,1419.670502737483,-31.365895339689025,-214.36002327595534,-0.006164088103105314,92.6606096625328,1.13637101277709,nan
31,253952,181.3001446723938,1400.7269572723553,-40.7161932807861,-221.68120186850555,-0.0008789073617663234,88.3094077706337,1.164962800219655,nan
32,262144,188.3149757385254,1392.0507329379152,-60.84539485300294,-284.62457028948336,0.0011569867929210886,167.25493651628494,1.1922290939837694,nan
33,270336,194.02904295921326,1393.2759543468303,-57.212531339933776,-247.65573172816252,-0.003490427803626517,114.31037560105324,1.1350775649771094,nan
34,278528,201.20839548110962,1384.2762342695064,-46.29993956365853,-282.33245055315444,-0.0020269470114726573,122.88716959953308,1.1346207885071635,nan
35,286720,208.07694458961487,1377.951798386366,-24.821663549474124,-189.8743125603706,-0.0047500203509116545,83.55878236889839,1.1004959801211953,nan
36,294912,215.66128063201904,1367.477737013005,-71.60241993073782,-198.73844386793579,0.00021879528139834292,157.12878650426865,1.1779929352924228,nan
37,303104,224.57951760292053,1349.651131301826,-26.579172928442087,-205.94645453919057,0.0008775387032073922,100.04093918204308,1.1701885145157576,nan
38,311296,233.44045066833496,1333.5135325037554,-64.3132949225709,-213.7918619583355,0.0013099343341309577,98.73951622843742,1.172331572510302,nan
39,319488,243.23019170761108,1313.5211453685774,-88.07773538030705,-264.7784931621354,-0.005189594350667903,100.50559502840042,1.1965064452961087,nan
