episode,return,length,risk_threshold
4570,-140.65685942317037,21,-141.14410037150674
4571,-141.07042594276896,21,-141.14410037150674
4572,-141.0015839240399,21,-141.14410037150674
4573,-140.79474176991766,21,-141.14410037150674
4574,-140.72565497863033,21,-141.14410037150674
4575,-140.73026089743462,21,-141.14410037150674
4576,-140.72575792207346,21,-141.14410037150674
4577,-140.65681750926456,21,-141.14410037150674
4578,-140.79461268292806,21,-141.14410037150674
4579,-140.93708520726722,21,-141.14410037150674
4580,-141.20844837346345,21,-141.14412492266734
4581,-140.44988199849593,21,-141.14412492266734
4582,-140.7257786823626,21,-141.14412492266734
4583,-141.14418465317925,21,-141.14418465317925
4584,-140.58779107837756,21,-141.14418465317925
4585,-141.139414908638,21,-141.14418465317925
4586,-140.6615846930978,21,-141.14418465317925
4587,-140.65690849343315,21,-141.14418465317925
4588,-140.2482592706383,21,-141.14418465317925
4589,-140.6568343875011,21,-141.14418465317925
4590,-140.79480879025311,21,-141.14418465317925
4591,-141.0014780282208,21,-141.14418465317925
4592,-141.07053395192264,21,-141.14418465317925
4593,-140.86363957749734,21,-141.14418465317925
4594,-140.79463965446604,21,-141.14418465317925
4595,-140.72574732690535,21,-141.14418465317925
4596,-141.13949404057377,21,-141.14418465317925
4597,-140.65686783092173,21,-141.14418465317925
4598,-141.0704241401345,21,-141.14418465317925
4599,-140.7257517272131,21,-141.14418465317925
4600,-140.79466192831222,21,-141.14418465317925
4601,-140.86363394216886,21,-141.14418465317925
4602,-140.58786468648685,21,-141.14418465317925
4603,-140.86371950458374,21,-141.14418465317925
4604,-140.3810428949655,21,-141.14418465317925
4605,-141.00151512980298,21,-141.14418465317925
4606,-140.58785300496754,21,-141.14418465317925
4607,-140.79468802529746,21,-141.14418465317925
4608,-141.00157159777677,21,-141.14418465317925
4609,-140.51886822136174,21,-141.14418465317925
4610,-140.86358240371288,21,-141.14418465317925
4611,-140.7946584499342,21,-141.14418465317925
4612,-140.93268205859727,21,-141.14418465317925
4613,-140.9325768618741,21,-141.14412492266734
4614,-140.51896851900392,21,-141.14412492266734
4615,-141.0855055471198,21,-141.14412492266734
4616,-140.79469755068766,21,-141.14412492266734
4617,-140.72570452258864,21,-141.14412492266734
4618,-140.8635674497637,21,-141.14412492266734
4619,-140.93255479080102,21,-141.14412492266734
4620,-141.07056063545355,21,-141.14412492266734
4621,-140.72575528762806,21,-141.14412492266734
4622,-140.58803233592002,21,-141.14412492266734
4623,-140.86347508032793,21,-141.14412492266734
4624,-140.932533335125,21,-141.14412492266734
4625,-140.51887421441316,21,-141.14412492266734
4626,-140.93733469499918,21,-141.14412492266734
4627,-140.6568170329824,21,-141.14412492266734
4628,-140.72579388898427,21,-141.14412492266734
4629,-140.86870929399126,21,-141.14412492266734
4630,-140.65684140297813,21,-141.14412492266734
4631,-140.51893243121052,21,-141.14412492266734
4632,-140.7947988806361,21,-141.14412492266734
4633,-140.65687110442826,21,-141.14410037150674
4634,-140.79477694124895,21,-141.14410037150674
4635,-140.73053408534037,21,-141.14410037150674
4636,-140.58793123446299,21,-141.14410037150674
4637,-140.3810275633096,21,-141.14390433676192
4638,-140.66167846787803,21,-141.14390433676192
4639,-140.93273733573204,21,-141.14390433676192
4640,-140.93252718266993,21,-141.14390433676192
4641,-140.79973259612458,21,-141.14390433676192
4642,-140.8635614176109,21,-141.14390433676192
4643,-140.7994001293226,21,-141.14390433676192
4644,-141.00173503665337,21,-141.14390433676192
4645,-140.93234809695474,21,-141.14390433676192
4646,-140.9341077036063,21,-141.14390433676192
4647,-140.8684201575942,21,-141.14390433676192
4648,-140.9372771170689,21,-141.13949404057377
4649,-140.52392324714157,21,-141.13949404057377
4650,-140.8637205438235,21,-141.139414908638
4651,-140.86854995539107,21,-141.139414908638
4652,-140.45506625952007,21,-141.139414908638
4653,-141.07488315478818,21,-141.139414908638
4654,-141.00625962897658,21,-141.139414908638
4655,-140.7994401463257,21,-141.139414908638
4656,-140.79477997100759,21,-141.139414908638
4657,-140.66160506973642,21,-141.139414908638
4658,-141.1759051795562,21,-141.13949404057377
4659,-140.93262564345335,21,-141.13949404057377
4660,-140.45521560206709,21,-141.13949404057377
4661,-140.73070460553322,21,-141.139414908638
4662,-140.51895831861512,21,-141.139414908638
4663,-140.86377523194562,21,-141.139414908638
4664,-140.93766135698334,21,-141.139414908638
4665,-141.00397552510447,21,-141.139414908638
4666,-141.00650383033496,21,-141.139414908638
4667,-140.73062869372808,21,-141.139414908638
4668,-140.65684401429894,21,-141.0855055471198
4669,-140.66163234789838,21,-141.0855055471198
4670,-141.07053637853394,21,-141.0855055471198
4671,-141.0062921852716,21,-141.0855055471198
4672,-141.20836900583015,21,-141.139414908638
4673,-140.7304406071578,21,-141.139414908638
4674,-141.00632435899416,21,-141.139414908638
4675,-140.93711773294154,21,-141.139414908638
4676,-141.07508104146592,21,-141.139414908638
4677,-140.73072314162968,21,-141.139414908638
4678,-140.66179412528896,21,-141.139414908638
4679,-140.79927506270735,21,-141.139414908638
4680,-140.8683186771303,21,-141.139414908638
4681,-140.66148943470677,21,-141.0855055471198
4682,-141.00640020241195,21,-141.0855055471198
4683,-140.59269562776376,21,-141.0855055471198
4684,-140.7996501003671,21,-141.07508104146592
4685,-140.86853615453904,21,-141.07508104146592
4686,-140.79958531526057,21,-141.07488315478818
4687,-140.3859285561558,21,-141.07488315478818
4688,-140.7306820493412,21,-141.07488315478818
4689,-140.73027706576096,21,-141.07488315478818
4690,-140.59308918720382,21,-141.07488315478818
4691,-141.0753925460927,21,-141.07508104146592
4692,-141.07516985073315,21,-141.07516985073315
4693,-140.7306433022637,21,-141.07516985073315
4694,-140.523736973378,21,-141.07516985073315
4695,-141.07505937840983,21,-141.07516985073315
4696,-140.7306032687664,21,-141.07516985073315
4697,-141.0060333097733,21,-141.07508104146592
4698,-141.00670012264587,21,-141.07508104146592
4699,-141.21307930468708,21,-141.07516985073315
4700,-140.93704284190113,21,-141.07516985073315
4701,-140.38592641450958,21,-141.07516985073315
4702,-140.86844249581844,21,-141.07516985073315
4703,-140.7998525158696,21,-141.07516985073315
4704,-140.868328185395,21,-141.07516985073315
4705,-140.79966768855743,21,-141.07516985073315
4706,-140.66162305790772,21,-141.07516985073315
4707,-140.7993848680527,21,-141.07516985073315
4708,-140.93736376832027,21,-141.07516985073315
4709,-140.79949905942158,21,-141.07516985073315
4710,-140.38594623961723,21,-141.07516985073315
4711,-140.59243503797597,21,-141.07516985073315
4712,-140.79986455887175,21,-141.07516985073315
4713,-140.52393097908183,21,-141.07516985073315
4714,-140.7999173266016,21,-141.07516985073315
4715,-140.86815665186361,21,-141.07516985073315
4716,-141.21292259214547,21,-141.07516985073315
4717,-140.86838609674743,21,-141.07516985073315
4718,-140.38600865521732,21,-141.07516985073315
4719,-141.14065320403068,21,-141.0753925460927
4720,-141.20857151054662,21,-141.14065320403068
4721,-140.79599119622694,21,-141.14065320403068
4722,-140.73101344432882,21,-141.14065320403068
4723,-140.86487847570618,21,-141.14065320403068
4724,-141.00636286337664,21,-141.14065320403068
4725,-140.593118469778,21,-141.14065320403068
4726,-141.00273640965867,21,-141.14065320403068
4727,-140.52406239161309,21,-141.14065320403068
4728,-140.79904934058413,21,-141.14065320403068
4729,-141.07234574646458,21,-141.14065320403068
4730,-140.79611568847326,21,-141.14065320403068
4731,-140.93756745073114,21,-141.14065320403068
4732,-141.07134639900562,21,-141.14065320403068
4733,-140.86480000651795,21,-141.14065320403068
4734,-140.73059613225718,21,-141.14065320403068
4735,-140.6577840120858,21,-141.14065320403068
4736,-140.86525457345425,21,-141.14065320403068
4737,-140.86431543375548,21,-141.14065320403068
4738,-140.58862848234742,21,-141.14065320403068
4739,-140.5926312292598,21,-141.14065320403068
4740,-140.31341916178482,21,-141.14065320403068
4741,-140.93372185136204,21,-141.14065320403068
4742,-140.79588783741255,21,-141.14065320403068
4743,-140.86855496202975,21,-141.14065320403068
4744,-140.86855465553225,21,-141.14065320403068
4745,-140.52395570005638,21,-141.14065320403068
4746,-140.9331617577664,21,-141.14065320403068
4747,-140.52394833896216,21,-141.14065320403068
4748,-140.6615543139256,21,-141.14065320403068
4749,-140.65846720055907,21,-141.14065320403068
4750,-140.79561515440676,21,-141.14065320403068
4751,-141.07493916646433,21,-141.14065320403068
4752,-140.86541817796402,21,-141.14065320403068
4753,-140.7303645073884,21,-141.14065320403068
4754,-140.79927842193482,21,-141.14065320403068
4755,-140.90263982341304,21,-141.14065320403068
4756,-140.66205722025143,21,-141.14065320403068
4757,-140.79962245588914,21,-141.14065320403068
4758,-140.79952306863035,21,-141.14065320403068
4759,-140.73082719230558,21,-141.0753925460927
4760,-140.79958435778545,21,-141.0753925460927
4761,-140.79942860316964,21,-141.0753925460927
4762,-140.86820546920927,21,-141.0753925460927
4763,-140.73064191388585,21,-141.0753925460927
4764,-140.86821953068838,21,-141.0753925460927
4765,-140.79998839080926,21,-141.0753925460927
4766,-141.0064769941153,21,-141.0753925460927
4767,-140.79942138187164,21,-141.0753925460927
4768,-140.5923756035719,21,-141.0753925460927
4769,-140.7303464262637,21,-141.0753925460927
4770,-140.79548854930465,21,-141.0753925460927
4771,-140.79944329200782,21,-141.0753925460927
4772,-140.7303054376756,21,-141.0753925460927
4773,-140.86844867975788,21,-141.07516985073315
4774,-140.79936414897895,21,-141.07516985073315
4775,-140.52397240237963,21,-141.07516985073315
4776,-141.0749228270243,21,-141.07516985073315
4777,-140.66195957522098,21,-141.07516985073315
4778,-140.73049049698494,21,-141.07516985073315
4779,-140.8684023944162,21,-141.07516985073315
4780,-140.52350534472893,21,-141.07516985073315
4781,-140.5926942253455,21,-141.07516985073315
4782,-141.0749095643627,21,-141.07516985073315
4783,-140.7995498503064,21,-141.07516985073315
4784,-141.14401117787247,21,-141.0753925460927
4785,-140.93751952919928,21,-141.0753925460927
4786,-141.00634086730025,21,-141.0753925460927
4787,-140.86859088612707,21,-141.0753925460927
4788,-140.66162947431656,21,-141.0753925460927
4789,-140.8684853119717,21,-141.0753925460927
4790,-140.3860596637122,21,-141.0753925460927
4791,-141.14017899075867,21,-141.14017899075867
4792,-141.1439155490664,21,-141.14065320403068
4793,-141.21289820892463,21,-141.1439155490664
4794,-140.9373002217591,21,-141.1439155490664
4795,-140.93733722713367,21,-141.1439155490664
4796,-141.21311450188261,21,-141.14401117787247
4797,-140.8683515435914,21,-141.14401117787247
4798,-140.93752643552256,21,-141.14401117787247
4799,-140.93358111182897,21,-141.14401117787247
4800,-140.73040635771258,21,-141.1439155490664
4801,-141.14401525763887,21,-141.14401117787247
4802,-141.00575571137006,21,-141.14401117787247
4803,-140.73046830621328,21,-141.14401117787247
4804,-140.59256857621773,21,-141.14401117787247
4805,-140.73086999593343,21,-141.14401117787247
4806,-140.72718195849097,21,-141.14401117787247
4807,-140.8682240179051,21,-141.14401117787247
4808,-140.59276657379618,21,-141.14401117787247
4809,-141.07501697477142,21,-141.14401117787247
4810,-140.52377153384958,21,-141.14401117787247
4811,-140.86483300667197,21,-141.14401117787247
4812,-140.73043406013625,21,-141.14401117787247
4813,-140.24816295745478,21,-141.14401117787247
4814,-140.59228375865243,21,-141.14401117787247
4815,-140.79582783310514,21,-141.14401117787247
4816,-140.8651026820005,21,-141.14401117787247
4817,-140.86839316625245,21,-141.1439155490664
4818,-140.73026779982857,21,-141.1439155490664
4819,-140.52113783982918,21,-141.1439155490664
4820,-141.0063620371543,21,-141.1439155490664
4821,-140.93715536406881,21,-141.14017899075867
4822,-141.0061916833805,21,-141.14017899075867
4823,-141.13986845252387,21,-141.14017899075867
4824,-140.73079436732309,21,-141.14017899075867
4825,-141.07515582722488,21,-141.14017899075867
4826,-141.3507718991433,21,-141.1439155490664
4827,-140.73065453053596,21,-141.1439155490664
4828,-141.00647715297902,21,-141.1439155490664
4829,-140.93734444239357,21,-141.1439155490664
4830,-140.7304416039143,21,-141.1439155490664
4831,-140.86860000699474,21,-141.1439155490664
4832,-141.0751241610385,21,-141.1439155490664
4833,-141.14410789584727,21,-141.14401117787247
4834,-140.93717187212428,21,-141.14401117787247
4835,-140.7306174206687,21,-141.14401117787247
4836,-141.00608553841863,21,-141.14401117787247
4837,-141.00625115096466,21,-141.14401117787247
4838,-140.79933447514486,21,-141.14401117787247
4839,-141.0059317917749,21,-141.14401117787247
4840,-141.00647258028096,21,-141.14401117787247
4841,-140.73058527567844,21,-141.14401117787247
4842,-141.27854744695185,21,-141.14401525763887
4843,-140.937501554115,21,-141.14401525763887
4844,-140.8686991915714,21,-141.14401525763887
4845,-140.73065843650448,21,-141.14401525763887
4846,-141.00625085639098,21,-141.14401525763887
4847,-140.73056066396813,21,-141.14401525763887
4848,-140.73047591141898,21,-141.14401525763887
4849,-140.86856879460862,21,-141.14401525763887
4850,-141.00623724630825,21,-141.14401525763887
4851,-141.1538675673982,21,-141.14410789584727
4852,-140.52001912994118,21,-141.14410789584727
4853,-140.86840067906073,21,-141.14410789584727
4854,-140.79951050509987,21,-141.14410789584727
4855,-140.93734394403964,21,-141.14410789584727
4856,-140.93735764739412,21,-141.14410789584727
4857,-141.006028572603,21,-141.14410789584727
4858,-141.07489236459526,21,-141.14410789584727
4859,-140.7305584446912,21,-141.14410789584727
4860,-140.9369947441381,21,-141.14410789584727
4861,-140.52404182099855,21,-141.14410789584727
4862,-140.17939832219963,21,-141.14410789584727
4863,-140.5893146443754,21,-141.14410789584727
4864,-140.79957812972157,21,-141.14410789584727
4865,-141.14431891259713,21,-141.14431891259713
4866,-140.73052811397918,21,-141.14431891259713
4867,-140.59280534390794,21,-141.14431891259713
4868,-141.07083219652228,21,-141.14431891259713
4869,-140.5924819240509,21,-141.14431891259713
4870,-140.93746042360615,21,-141.14431891259713
4871,-140.592617189645,21,-141.14431891259713
4872,-140.5928696395062,21,-141.14431891259713
4873,-141.21320525829952,21,-141.1538675673982
4874,-140.7304323106872,21,-141.1538675673982
4875,-141.00591392415606,21,-141.1538675673982
4876,-140.79951786006197,21,-141.1538675673982
4877,-141.14411202072557,21,-141.1538675673982
4878,-140.59310426653508,21,-141.1538675673982
4879,-140.31728374302887,21,-141.1538675673982
4880,-140.86838223271536,21,-141.1538675673982
4881,-140.7994204203841,21,-141.1538675673982
4882,-140.79925821269984,21,-141.1538675673982
4883,-141.00622402488392,21,-141.1538675673982
4884,-140.79952093933895,21,-141.1538675673982
4885,-141.00603607792667,21,-141.1538675673982
4886,-140.66148944990846,21,-141.1538675673982
4887,-141.07512484575284,21,-141.1538675673982
4888,-140.93699916582204,21,-141.1538675673982
4889,-140.17946385417267,21,-141.1538675673982
4890,-140.86875573100798,21,-141.1538675673982
4891,-140.79972847882357,21,-141.1538675673982
4892,-140.93750126555233,21,-141.1538675673982
4893,-140.59270567000175,21,-141.1538675673982
4894,-141.14409936006638,21,-141.14431891259713
4895,-141.07524987494108,21,-141.14431891259713
4896,-140.66142146332325,21,-141.14431891259713
4897,-140.93729000728115,21,-141.14411202072557
4898,-140.93751352356583,21,-141.14411202072557
4899,-140.66167914706824,21,-141.14411202072557
4900,-140.93747661975442,21,-141.14411202072557
4901,-140.7994094853396,21,-141.14411202072557
4902,-140.79946880032202,21,-141.14411202072557
4903,-140.79908492543996,21,-141.14411202072557
4904,-140.86518992222452,21,-141.14411202072557
4905,-140.73106015189896,21,-141.14411202072557
4906,-140.6612874743295,21,-141.14411202072557
4907,-140.86869447997321,21,-141.14411202072557
4908,-140.5237824118392,21,-141.14411202072557
4909,-141.00626718439187,21,-141.14411202072557
4910,-140.93765509692128,21,-141.14411202072557
4911,-141.0753013285664,21,-141.14411202072557
4912,-140.66164693589366,21,-141.14411202072557
4913,-140.86507906378426,21,-141.14411202072557
4914,-140.9372837253198,21,-141.14411202072557
4915,-141.00655007392572,21,-141.14411202072557
4916,-140.86838659825293,21,-141.14411202072557
4917,-140.86838271419123,21,-141.14411202072557
4918,-140.93726837953164,21,-141.14411202072557
4919,-140.86849755106485,21,-141.14411202072557
4920,-140.93704151671693,21,-141.14411202072557
4921,-141.0064178722019,21,-141.14411202072557
4922,-141.00631537719667,21,-141.14411202072557
4923,-140.9372901821095,21,-141.14411202072557
4924,-140.8684447566383,21,-141.14411202072557
4925,-141.01927003073502,21,-141.14411202072557
4926,-141.00602659186367,21,-141.14411202072557
4927,-140.86840300344835,21,-141.14410789584727
4928,-140.73052665219285,21,-141.14410789584727
4929,-140.86791450232232,21,-141.14410789584727
4930,-140.93731240209308,21,-141.14410789584727
4931,-141.07521449846595,21,-141.14410789584727
4932,-140.79910927347584,21,-141.14410789584727
4933,-141.07517546446041,21,-141.14410789584727
4934,-140.52383291973882,21,-141.14409936006638
4935,-140.59262050100077,21,-141.14409936006638
4936,-141.00640758931618,21,-141.14409936006638
4937,-141.21310058138948,21,-141.14411202072557
4938,-140.65684231364025,21,-141.14411202072557
4939,-141.00610846160825,21,-141.14411202072557
4940,-141.21305262894623,21,-141.14431891259713
4941,-140.73080352751919,21,-141.14431891259713
4942,-140.8684735512673,21,-141.14431891259713
4943,-141.07506188661938,21,-141.14411202072557
4944,-140.86845387961046,21,-141.14411202072557
4945,-140.59277175155984,21,-141.14411202072557
4946,-140.86853407578056,21,-141.14411202072557
4947,-141.00157406877608,21,-141.14411202072557
4948,-140.5238634987807,21,-141.14411202072557
4949,-140.5879026218414,21,-141.14411202072557
4950,-140.65688290898473,21,-141.14411202072557
4951,-140.66169365019104,21,-141.14411202072557
4952,-140.79920580707716,21,-141.14409936006638
4953,-140.86864409094102,21,-141.14409936006638
4954,-140.937828576606,21,-141.14409936006638
4955,-140.86853616183885,21,-141.14409936006638
4956,-141.00629204334098,21,-141.14409936006638
4957,-140.93726769540854,21,-141.14409936006638
4958,-141.0750564592604,21,-141.14409936006638
4959,-140.9372471054395,21,-141.14409936006638
4960,-140.5925550018768,21,-141.14409936006638
4961,-140.73050498160018,21,-141.14409936006638
4962,-141.1444883713651,21,-141.14411202072557
4963,-141.21303932353834,21,-141.14431891259713
4964,-141.00631841187388,21,-141.14431891259713
4965,-140.93716407621886,21,-141.14431891259713
4966,-141.1441212181242,21,-141.1441212181242
4967,-141.14390658144094,21,-141.1441212181242
4968,-141.00606910750852,21,-141.1441212181242
4969,-140.93730073613307,21,-141.1441212181242
4970,-140.59249510563123,21,-141.1441212181242
4971,-140.455072433268,21,-141.1441212181242
4972,-140.7996953495026,21,-141.1441212181242
4973,-140.93748934711027,21,-141.1441212181242
4974,-140.66178119840401,21,-141.14411202072557
4975,-140.86855237632903,21,-141.14411202072557
4976,-140.7998307299652,21,-141.14411202072557
4977,-140.73064541567902,21,-141.14411202072557
4978,-140.7994051478388,21,-141.14409936006638
4979,-141.00588909952472,21,-141.14409936006638
4980,-140.66138934702053,21,-141.14409936006638
4981,-140.73039966236985,21,-141.14409936006638
4982,-140.7996635966886,21,-141.14409936006638
4983,-140.58794927979335,21,-141.14409936006638
4984,-140.8635408119339,21,-141.14409936006638
4985,-140.6616354801824,21,-141.14409936006638
4986,-140.93266950112184,21,-141.14409936006638
4987,-140.7947948958375,21,-141.14409936006638
4988,-140.65691011902743,21,-141.14409936006638
4989,-141.07069781211476,21,-141.14409936006638
4990,-140.58785573971426,21,-141.14409936006638
4991,-141.27729962517088,21,-141.1441212181242
4992,-141.07546089481048,21,-141.1441212181242
4993,-140.93260008310494,21,-141.1441212181242
4994,-140.65676613295827,21,-141.1441212181242
4995,-141.0014802625077,21,-141.1441212181242
4996,-140.86366919707632,21,-141.1441212181242
4997,-140.79958110467035,21,-141.1441212181242
4998,-141.00621787656513,21,-141.1441212181242
4999,-141.20836821268017,21,-141.1444883713651
5000,-140.65681890050877,21,-141.1444883713651
5001,-141.07049309776716,21,-141.1444883713651
5002,-141.28199338555348,21,-141.20836821268017
5003,-141.00613255656296,21,-141.20836821268017
5004,-141.07514743914567,21,-141.20836821268017
5005,-140.93252579594974,21,-141.20836821268017
5006,-140.65688926413668,21,-141.20836821268017
5007,-141.07513987177464,21,-141.20836821268017
5008,-140.66158466849438,21,-141.20836821268017
5009,-140.7258489621545,21,-141.20836821268017
5010,-140.72565557207548,21,-141.20836821268017
5011,-140.9324466354268,21,-141.20836821268017
5012,-141.2130977786154,21,-141.21303932353834
5013,-141.15914834674672,21,-141.21303932353834
5014,-141.070369098163,21,-141.21303932353834
5015,-141.07511935657163,21,-141.21303932353834
5016,-141.07035040870346,21,-141.21303932353834
5017,-140.93252390295595,21,-141.21303932353834
5018,-140.7947119853721,21,-141.21303932353834
5019,-141.07520085173584,21,-141.21303932353834
5020,-140.44993827895811,21,-141.21303932353834
5021,-141.13946278312423,21,-141.21303932353834
5022,-140.93257497296642,21,-141.21303932353834
5023,-140.72580903126376,21,-141.21303932353834
5024,-141.1393964180579,21,-141.21303932353834
5025,-140.79474947395985,21,-141.21303932353834
5026,-140.65683341133973,21,-141.21303932353834
5027,-140.7258660332094,21,-141.21303932353834
5028,-140.93272962076696,21,-141.21303932353834
5029,-140.7947928185731,21,-141.21303932353834
5030,-140.59255221787566,21,-141.21303932353834
5031,-140.86372211193589,21,-141.21303932353834
5032,-140.65683659211209,21,-141.21303932353834
5033,-140.93754014472378,21,-141.21303932353834
5034,-141.2081284050262,21,-141.21303932353834
5035,-140.7305346564533,21,-141.21303932353834
5036,-141.07555261733816,21,-141.21303932353834
5037,-140.5877435055663,21,-141.21303932353834
5038,-141.00165460217426,21,-141.20836821268017
5039,-140.6567452401215,21,-141.20836821268017
5040,-140.79466964075263,21,-141.20836821268017
5041,-140.86354516136132,21,-141.2081284050262
5042,-140.93274337626963,21,-141.2081284050262
5043,-141.00157380508784,21,-141.2081284050262
5044,-140.65689762736304,21,-141.2081284050262
5045,-140.6567946703193,21,-141.2081284050262
5046,-141.00146424363373,21,-141.2081284050262
5047,-140.79475513100272,21,-141.2081284050262
5048,-140.72582779845976,21,-141.2081284050262
5049,-140.58779409641738,21,-141.2081284050262
5050,-140.9325960230709,21,-141.2081284050262
5051,-140.5878090478133,21,-141.2081284050262
5052,-140.72568264565047,21,-141.2081284050262
5053,-141.14425036354803,21,-141.2081284050262
5054,-141.0703400148205,21,-141.2081284050262
5055,-140.86360530193627,21,-141.2081284050262
5056,-140.8636815602223,21,-141.2081284050262
5057,-141.27730702801725,21,-141.20836821268017
5058,-141.0704369044609,21,-141.20836821268017
5059,-140.8635248094947,21,-141.20836821268017
5060,-140.79452308582316,21,-141.20836821268017
5061,-140.58775722629713,21,-141.20836821268017
5062,-140.79457230822237,21,-141.20836821268017
5063,-141.07037652902477,21,-141.20836821268017
5064,-140.65682850942005,21,-141.2081284050262
5065,-140.7256946141626,21,-141.2081284050262
5066,-140.79459676400245,21,-141.2081284050262
5067,-140.8636915138574,21,-141.2081284050262
5068,-140.72570733857788,21,-141.2081284050262
5069,-140.72592716946318,21,-141.2081284050262
5070,-140.79464042797605,21,-141.2081284050262
5071,-140.65694337574084,21,-141.2081284050262
5072,-141.20829389441573,21,-141.20829389441573
5073,-140.932441520824,21,-141.20829389441573
5074,-140.79467251020972,21,-141.20829389441573
5075,-140.65691114452068,21,-141.20829389441573
5076,-140.72594501299528,21,-141.20829389441573
5077,-141.13946025154007,21,-141.20829389441573
5078,-141.00149024905448,21,-141.20829389441573
5079,-141.001512434804,21,-141.20829389441573
5080,-140.44874536474055,21,-141.20829389441573
5081,-140.72569782480173,21,-141.20829389441573
5082,-140.96362652082152,21,-141.20829389441573
5083,-141.00037979371575,21,-141.20829389441573
5084,-140.6555410090091,21,-141.20829389441573
5085,-141.00034812854773,21,-141.20829389441573
5086,-140.89563866891325,21,-141.20829389441573
5087,-140.93137234445166,21,-141.20829389441573
5088,-141.03361108008133,21,-141.20829389441573
5089,-140.89563746278503,21,-141.20829389441573
5090,-140.93137739719674,21,-141.20829389441573
5091,-140.51765690289085,21,-141.20829389441573
5092,-141.03351638893378,21,-141.2081284050262
5093,-141.102539013208,21,-141.2081284050262
5094,-140.72458050572249,21,-141.2081284050262
5095,-140.79347772118376,21,-141.2081284050262
5096,-140.93133721487658,21,-141.2081284050262
5097,-140.72450479282122,21,-141.2081284050262
5098,-140.86240479970292,21,-141.2081284050262
5099,-140.68789164705478,21,-141.2081284050262
5100,-140.79346926779283,21,-141.15914834674672
5101,-140.89570443715837,21,-141.15914834674672
5102,-140.79468142495534,21,-141.15914834674672
5103,-140.72455036722866,21,-141.14425036354803
5104,-141.1383035043344,21,-141.14425036354803
5105,-140.65560092350717,21,-141.14425036354803
5106,-141.06923236631076,21,-141.14425036354803
5107,-140.86354386318,21,-141.14425036354803
5108,-140.58793608087944,21,-141.14425036354803
5109,-140.7255039197712,21,-141.14425036354803
5110,-141.00037697454786,21,-141.14425036354803
5111,-140.79349251200563,21,-141.14425036354803
5112,-140.79342397795733,21,-141.14425036354803
5113,-141.1382406268939,21,-141.13946278312423
5114,-140.89480769992974,21,-141.13946025154007
5115,-140.793458037591,21,-141.13946025154007
5116,-141.27734249458354,21,-141.13946278312423
5117,-141.00037176335425,21,-141.13946278312423
5118,-141.10253189329103,21,-141.13946278312423
5119,-140.58793975686376,21,-141.13946278312423
5120,-141.06928684937822,21,-141.13946278312423
5121,-140.9325870866778,21,-141.13946278312423
5122,-140.7244923783428,21,-141.13946025154007
5123,-141.20724368264206,21,-141.14425036354803
5124,-140.86252135255995,21,-141.14425036354803
5125,-141.00156745731215,21,-141.14425036354803
5126,-140.72451042301893,21,-141.14425036354803
5127,-140.79344200614557,21,-141.14425036354803
5128,-141.07049079878118,21,-141.14425036354803
5129,-140.86372499623445,21,-141.14425036354803
5130,-141.06933028811636,21,-141.14425036354803
5131,-141.10252866272327,21,-141.14425036354803
5132,-140.8623810668301,21,-141.14425036354803
5133,-140.7245239460441,21,-141.14425036354803
5134,-140.93140870476336,21,-141.14425036354803
5135,-140.86245898396055,21,-141.13946025154007
5136,-141.17147946960608,21,-141.14425036354803
5137,-140.89567425233486,21,-141.14425036354803
5138,-141.30932223651277,21,-141.17147946960608
5139,-140.82671157105,21,-141.17147946960608
5140,-140.96462827883698,21,-141.17147946960608
5141,-141.10254636385474,21,-141.17147946960608
5142,-140.89563475140534,21,-141.17147946960608
5143,-140.9646018585497,21,-141.17147946960608
5144,-140.96458639433763,21,-141.17147946960608
5145,-141.1715002941857,21,-141.1715002941857
5146,-140.8956378144014,21,-141.1715002941857
5147,-140.75772046062906,21,-141.1715002941857
5148,-140.96461815468055,21,-141.1715002941857
5149,-141.17148221412037,21,-141.1715002941857
5150,-141.10248147921504,21,-141.1715002941857
5151,-140.9646812327639,21,-141.1715002941857
5152,-141.17141002429116,21,-141.1715002941857
5153,-141.1025514018444,21,-141.1715002941857
5154,-140.68878813015579,21,-141.1715002941857
5155,-141.1025627837159,21,-141.1715002941857
5156,-140.55090050740824,21,-141.1715002941857
5157,-140.75778962691768,21,-141.1715002941857
5158,-141.03352501378959,21,-141.17148221412037
5159,-141.25796084317903,21,-141.1715002941857
5160,-140.82672874522103,21,-141.1715002941857
5161,-140.82665355641183,21,-141.1715002941857
5162,-140.688812964502,21,-141.1715002941857
5163,-140.96462073297397,21,-141.1715002941857
5164,-140.8956538652962,21,-141.1715002941857
5165,-141.30943213658185,21,-141.20724368264206
5166,-140.8267445713359,21,-141.20724368264206
5167,-140.68880050352834,21,-141.20724368264206
5168,-141.10251483568408,21,-141.20724368264206
5169,-140.96459914212684,21,-141.20724368264206
5170,-140.68885414836407,21,-141.20724368264206
5171,-141.30932914144205,21,-141.20829389441573
5172,-140.89575702103494,21,-141.20829389441573
5173,-140.75778678007472,21,-141.20724368264206
5174,-140.8267639996356,21,-141.20724368264206
5175,-140.8956683782868,21,-141.20724368264206
5176,-140.8267747196138,21,-141.20724368264206
5177,-141.10249750882593,21,-141.20724368264206
5178,-141.0335178429824,21,-141.20724368264206
