episode,return,length,risk_threshold
1226,-140.8104778647257,21,-141.0852992914513
1227,-140.80960115943668,21,-141.0852992914513
1228,-140.8092492386398,21,-141.0852992914513
1229,-140.94675834566462,21,-141.0852992914513
1230,-141.22221636523471,21,-141.1532071478759
1231,-140.6029700059484,21,-141.1532071478759
1232,-140.53379737987103,21,-141.1532071478759
1233,-141.08476169121604,21,-141.1532071478759
1234,-140.80919023810765,21,-141.1532071478759
1235,-141.01597705393905,21,-141.1532071478759
1236,-140.94751502814057,21,-141.1532071478759
1237,-141.263367055198,21,-141.15388337543274
1238,-140.94678728058955,21,-141.1532071478759
1239,-141.15428191046698,21,-141.15388337543274
1240,-141.016651193531,21,-141.15388337543274
1241,-141.15479171843486,21,-141.15411363802684
1242,-140.94748691287592,21,-141.15388337543274
1243,-141.15452247565895,21,-141.15428191046698
1244,-140.6032429035662,21,-141.15428191046698
1245,-140.53471042184873,21,-141.15428191046698
1246,-141.01613096545282,21,-141.15428191046698
1247,-140.87853832362674,21,-141.15428191046698
1248,-140.87907345077056,21,-141.15428191046698
1249,-140.67257414259802,21,-141.15428191046698
1250,-140.60253399041426,21,-141.15428191046698
1251,-140.87833694022177,21,-141.15428191046698
1252,-141.01626865580025,21,-141.15428191046698
1253,-140.67247040447475,21,-141.15428191046698
1254,-140.94818770549318,21,-141.15428191046698
1255,-140.81038783752985,21,-141.15428191046698
1256,-140.534530121319,21,-141.15428191046698
1257,-140.6714801541223,21,-141.15428191046698
1258,-141.01533787737873,21,-141.15428191046698
1259,-140.60322084393044,21,-141.15428191046698
1260,-141.08458199906985,21,-141.15428191046698
1261,-140.32736831477405,21,-141.15428191046698
1262,-140.8098463003893,21,-141.15428191046698
1263,-140.9475661916375,21,-141.15428191046698
1264,-141.15368365067826,21,-141.15428191046698
1265,-141.2231698096457,21,-141.15452247565895
1266,-140.94703558127406,21,-141.15452247565895
1267,-140.60393969846905,21,-141.15452247565895
1268,-140.67182133822732,21,-141.15452247565895
1269,-140.74072983961108,21,-141.15452247565895
1270,-140.94789526401496,21,-141.15452247565895
1271,-140.8784935948485,21,-141.15452247565895
1272,-140.39706063200873,21,-141.15452247565895
1273,-140.80894698676497,21,-141.15452247565895
1274,-141.08491033822008,21,-141.15452247565895
1275,-140.9464093932666,21,-141.15452247565895
1276,-140.87757118724278,21,-141.15452247565895
1277,-140.60330868188188,21,-141.15452247565895
1278,-140.8096494703635,21,-141.15452247565895
1279,-140.87888575203826,21,-141.15452247565895
1280,-141.01578610748015,21,-141.15452247565895
1281,-141.361303055646,21,-141.15479171843486
1282,-140.8783407036596,21,-141.15479171843486
1283,-140.53375139611506,21,-141.15479171843486
1284,-140.8783854882323,21,-141.15479171843486
1285,-140.8089549884527,21,-141.15479171843486
1286,-140.60239036929826,21,-141.15479171843486
1287,-140.9473000346307,21,-141.15479171843486
1288,-140.74049610284152,21,-141.15479171843486
1289,-141.22300388337558,21,-141.22221636523471
1290,-140.60372664582033,21,-141.22221636523471
1291,-141.08562652106653,21,-141.22221636523471
1292,-141.35967743757394,21,-141.22300388337558
1293,-141.2230938104242,21,-141.2230938104242
1294,-140.9469540547255,21,-141.2230938104242
1295,-140.87837167048747,21,-141.2230938104242
1296,-140.6719611467608,21,-141.2230938104242
1297,-141.0853184053117,21,-141.2230938104242
1298,-140.8786973496882,21,-141.2230938104242
1299,-140.87810504394918,21,-141.2230938104242
1300,-140.9471470852173,21,-141.2230938104242
1301,-140.9475768644026,21,-141.2230938104242
1302,-141.24800137855743,21,-141.2231698096457
1303,-141.01619963824572,21,-141.2231698096457
1304,-141.0162401388272,21,-141.2231698096457
1305,-140.46567383195026,21,-141.2231698096457
1306,-140.74071800349788,21,-141.2231698096457
1307,-140.9557145082496,21,-141.2231698096457
1308,-141.01675973654457,21,-141.2231698096457
1309,-141.08481181986556,21,-141.2231698096457
1310,-140.8097127901901,21,-141.2231698096457
1311,-140.67229389037766,21,-141.2231698096457
1312,-140.74016405301234,21,-141.2231698096457
1313,-140.3967025742206,21,-141.2231698096457
1314,-140.80976571758646,21,-141.2231698096457
1315,-140.6713861242954,21,-141.2231698096457
1316,-140.73983981353877,21,-141.2231698096457
1317,-140.60253806471832,21,-141.2231698096457
1318,-141.01631936052325,21,-141.2231698096457
1319,-141.0173514986364,21,-141.2231698096457
1320,-140.8094801895166,21,-141.2230938104242
1321,-141.08562516062494,21,-141.2230938104242
1322,-140.60273344464122,21,-141.2230938104242
1323,-140.87798306199448,21,-141.2230938104242
1324,-141.15387599865963,21,-141.2230938104242
1325,-140.74090110306622,21,-141.2230938104242
1326,-140.7408495401561,21,-141.2230938104242
1327,-141.02031016543955,21,-141.2230938104242
1328,-140.602831019924,21,-141.2230938104242
1329,-140.8782991014424,21,-141.2230938104242
1330,-140.74033537051912,21,-141.2230938104242
1331,-140.74088820734278,21,-141.2230938104242
1332,-140.7408804261912,21,-141.2230938104242
1333,-140.67183974096685,21,-141.2230938104242
1334,-141.29131263200168,21,-141.2231698096457
1335,-140.94712308673323,21,-141.2231698096457
1336,-140.53375909589084,21,-141.2231698096457
1337,-141.01677763981488,21,-141.2231698096457
1338,-140.75114058168006,21,-141.2230938104242
1339,-140.7403532535564,21,-141.2230938104242
1340,-141.01710518480718,21,-141.2230938104242
1341,-141.01581973827774,21,-141.2230938104242
1342,-141.22259688945397,21,-141.2230938104242
1343,-140.67128460302652,21,-141.2230938104242
1344,-140.81011367022535,21,-141.2230938104242
1345,-140.81017590392236,21,-141.2230938104242
1346,-140.8781696819683,21,-141.2230938104242
1347,-141.01656076114799,21,-141.2230938104242
1348,-140.9472577123307,21,-141.2230938104242
1349,-140.74036454598155,21,-141.2230938104242
1350,-140.87905609139193,21,-141.2230938104242
1351,-141.22275328896188,21,-141.2230938104242
1352,-141.22185046278767,21,-141.2230938104242
1353,-140.74019431567572,21,-141.2230938104242
1354,-140.94727869455653,21,-141.2230938104242
1355,-140.81002069483344,21,-141.2230938104242
1356,-140.80890383754368,21,-141.2230938104242
1357,-141.01678067092297,21,-141.2230938104242
1358,-141.22257652675657,21,-141.2230938104242
1359,-140.80941422624244,21,-141.2230938104242
1360,-140.8785444513463,21,-141.2230938104242
1361,-140.94831828754835,21,-141.2230938104242
1362,-140.87864494859576,21,-141.2230938104242
1363,-140.80948485428834,21,-141.2230938104242
1364,-141.2912339292351,21,-141.2231698096457
1365,-140.81017143887334,21,-141.2231698096457
1366,-141.01549021210587,21,-141.2230938104242
1367,-140.53461919434523,21,-141.2230938104242
1368,-140.39613558940493,21,-141.2230938104242
1369,-140.8780041314028,21,-141.2230938104242
1370,-140.8787689789331,21,-141.2230938104242
1371,-140.80949359544513,21,-141.2230938104242
1372,-140.8786231591176,21,-141.2230938104242
1373,-141.01655261551085,21,-141.2230938104242
1374,-140.60318717725158,21,-141.2230938104242
1375,-141.15296515449677,21,-141.2230938104242
1376,-141.0162844801864,21,-141.2230938104242
1377,-140.87849059963054,21,-141.2230938104242
1378,-140.94814086898714,21,-141.2230938104242
1379,-141.0168821705122,21,-141.2230938104242
1380,-140.74044168849093,21,-141.2230938104242
1381,-141.08546015367835,21,-141.2230938104242
1382,-140.25845647849076,21,-141.22300388337558
1383,-140.8093098315037,21,-141.22300388337558
1384,-141.22265957236885,21,-141.22300388337558
1385,-140.6723318580294,21,-141.22300388337558
1386,-141.15322357806565,21,-141.22300388337558
1387,-140.741085428232,21,-141.22300388337558
1388,-140.80941620918225,21,-141.22300388337558
1389,-140.80958818996066,21,-141.22300388337558
1390,-140.74096296410607,21,-141.22275328896188
1391,-140.6709615853395,21,-141.22275328896188
1392,-140.94778465476384,21,-141.22275328896188
1393,-140.94767029913993,21,-141.22265957236885
1394,-140.94793148726427,21,-141.22259688945397
1395,-140.67165795464635,21,-141.22259688945397
1396,-140.74040293850467,21,-141.22259688945397
1397,-140.67202510211678,21,-141.22259688945397
1398,-140.8783772149098,21,-141.22259688945397
1399,-140.8101139714637,21,-141.22259688945397
1400,-140.60362273364947,21,-141.22259688945397
1401,-141.15423964106265,21,-141.22259688945397
1402,-141.0169027487504,21,-141.22259688945397
1403,-141.15431286492557,21,-141.22257652675657
1404,-140.74145758626912,21,-141.22257652675657
1405,-141.2221634955463,21,-141.22257652675657
1406,-141.01672141622294,21,-141.22257652675657
1407,-141.08459171176787,21,-141.22257652675657
1408,-140.32737413311588,21,-141.22257652675657
1409,-141.06669756235829,21,-141.22257652675657
1410,-141.22269517057453,21,-141.22259688945397
1411,-140.80879041059944,21,-141.22259688945397
1412,-141.0165475621842,21,-141.22259688945397
1413,-140.87918361751144,21,-141.22259688945397
1414,-140.80894685634638,21,-141.22259688945397
1415,-140.87847829354115,21,-141.22259688945397
1416,-140.38330289149704,21,-141.22259688945397
1417,-140.7410915700624,21,-141.22259688945397
1418,-140.72222951257643,21,-141.22259688945397
1419,-140.7910501360779,21,-141.22259688945397
1420,-140.92954100492102,21,-141.22259688945397
1421,-140.3787663589232,21,-141.22259688945397
1422,-140.87799159069607,21,-141.22259688945397
1423,-140.74030681261735,21,-141.22259688945397
1424,-140.74104539045408,21,-141.22259688945397
1425,-140.74011421917646,21,-141.22259688945397
1426,-140.60318618786982,21,-141.22259688945397
1427,-141.01678553853748,21,-141.22259688945397
1428,-141.0165198533732,21,-141.22259688945397
1429,-140.8783878804067,21,-141.22259688945397
1430,-140.8104750794763,21,-141.22259688945397
1431,-140.672036447882,21,-141.22259688945397
1432,-140.9463553440483,21,-141.22259688945397
1433,-140.87864538079617,21,-141.22259688945397
1434,-140.8786791565385,21,-141.22259688945397
1435,-141.15382422422968,21,-141.22257652675657
1436,-140.7414102676218,21,-141.22257652675657
1437,-140.80904189619739,21,-141.22257652675657
1438,-141.01547686703515,21,-141.22257652675657
1439,-140.87919088262285,21,-141.22257652675657
1440,-140.53396523233647,21,-141.22257652675657
1441,-140.80885586591538,21,-141.22257652675657
1442,-140.8091731159333,21,-141.22257652675657
1443,-141.0167244540216,21,-141.2221634955463
1444,-140.8782798128946,21,-141.2221634955463
1445,-140.74115043181885,21,-141.2221634955463
1446,-140.88015683122677,21,-141.2221634955463
1447,-140.79655583382632,21,-141.2221634955463
1448,-141.06655994340957,21,-141.2221634955463
1449,-140.92892019480814,21,-141.2221634955463
1450,-140.65363097018513,21,-141.2221634955463
1451,-141.48486207307172,21,-141.22257652675657
1452,-140.81022981880722,21,-141.2221634955463
1453,-141.01601956904437,21,-141.2221634955463
1454,-140.80974590427604,21,-141.2221634955463
1455,-140.87846298044872,21,-141.2221634955463
1456,-140.80964020937682,21,-141.2221634955463
1457,-140.53414335177266,21,-141.2221634955463
1458,-140.94734899901738,21,-141.2221634955463
1459,-140.7410524073709,21,-141.15431286492557
1460,-140.81009098937687,21,-141.15431286492557
1461,-141.15426823345535,21,-141.15431286492557
1462,-140.87876691294437,21,-141.15431286492557
1463,-140.94741124344247,21,-141.15431286492557
1464,-141.22237740747175,21,-141.2221634955463
1465,-141.01664631361638,21,-141.15431286492557
1466,-140.8780221181513,21,-141.15431286492557
1467,-141.29160256914122,21,-141.2221634955463
1468,-141.29116515004955,21,-141.22237740747175
1469,-140.81042877516887,21,-141.22237740747175
1470,-140.74072533417973,21,-141.22237740747175
1471,-140.9473513007537,21,-141.22237740747175
1472,-140.8785048204544,21,-141.22237740747175
1473,-140.9475293485059,21,-141.22237740747175
1474,-140.74105827046677,21,-141.22237740747175
1475,-140.8776216530448,21,-141.22237740747175
1476,-141.22390195288878,21,-141.22265957236885
1477,-141.15351662893028,21,-141.22265957236885
1478,-140.74071943757627,21,-141.22265957236885
1479,-140.67210407901152,21,-141.22265957236885
1480,-140.8786835197535,21,-141.22265957236885
1481,-140.8789163616418,21,-141.22265957236885
1482,-140.7221165689623,21,-141.22265957236885
1483,-140.7401872298538,21,-141.22265957236885
1484,-140.60374797772283,21,-141.22265957236885
1485,-140.7407940575086,21,-141.22237740747175
1486,-141.0166058807919,21,-141.22237740747175
1487,-140.6725198784519,21,-141.22237740747175
1488,-140.60337056918988,21,-141.22237740747175
1489,-141.06605961342788,21,-141.22237740747175
1490,-140.72298744398188,21,-141.22237740747175
1491,-140.99819711449285,21,-141.22237740747175
1492,-141.08500026692408,21,-141.22237740747175
1493,-140.46518646038652,21,-141.22237740747175
1494,-141.13569565423109,21,-141.22237740747175
1495,-141.066300229189,21,-141.22237740747175
1496,-140.79591702212707,21,-141.22237740747175
1497,-140.65849719563948,21,-141.22237740747175
1498,-140.7222360270586,21,-141.22237740747175
1499,-140.5162257817052,21,-141.22237740747175
1500,-140.72675462134708,21,-141.22237740747175
1501,-141.07137563331474,21,-141.22237740747175
1502,-140.9289964721744,21,-141.22237740747175
1503,-141.13548238893358,21,-141.22237740747175
1504,-140.79577287220195,21,-141.22237740747175
1505,-140.93384179173358,21,-141.22237740747175
1506,-141.07131280100003,21,-141.22237740747175
1507,-140.86812434730467,21,-141.22237740747175
1508,-140.86536997015554,21,-141.22237740747175
1509,-140.72674981277046,21,-141.22237740747175
1510,-141.13999127138553,21,-141.22237740747175
1511,-141.14033443548215,21,-141.15426823345535
1512,-140.52043668009713,21,-141.15426823345535
1513,-140.72579456634352,21,-141.15426823345535
1514,-141.07103733670428,21,-141.15426823345535
1515,-141.14033884848325,21,-141.15426823345535
1516,-141.14128821654614,21,-141.15426823345535
1517,-140.72697573704082,21,-141.15426823345535
1518,-141.00252948295315,21,-141.15426823345535
1519,-140.72198898235288,21,-141.15426823345535
1520,-140.72668408501505,21,-141.15426823345535
1521,-140.86475596299925,21,-141.15426823345535
1522,-141.14057722557516,21,-141.15426823345535
1523,-140.72675563077746,21,-141.15426823345535
1524,-140.93326391768855,21,-141.15426823345535
1525,-140.9328528218256,21,-141.15426823345535
1526,-140.65323559133247,21,-141.15426823345535
1527,-141.07190031030174,21,-141.15426823345535
1528,-140.79132834430783,21,-141.15426823345535
1529,-140.7957251959218,21,-141.15426823345535
1530,-140.72666564880103,21,-141.15426823345535
1531,-140.86481408854874,21,-141.15426823345535
1532,-141.1459127769823,21,-141.15426823345535
1533,-140.6585712507179,21,-141.15426823345535
1534,-141.01661396802754,21,-141.15426823345535
1535,-140.86428382703613,21,-141.15426823345535
1536,-140.8645721328444,21,-141.15426823345535
1537,-140.7269577463818,21,-141.15426823345535
1538,-140.65766087316086,21,-141.15426823345535
1539,-141.00227750538863,21,-141.15426823345535
1540,-140.93374759525886,21,-141.15426823345535
1541,-140.37879519526484,21,-141.15426823345535
1542,-140.7229075982311,21,-141.15426823345535
1543,-140.99809935216473,21,-141.15426823345535
1544,-140.7960373799503,21,-141.15426823345535
1545,-140.86010652539528,21,-141.15426823345535
1546,-140.72729864723476,21,-141.15426823345535
1547,-141.0845906886021,21,-141.15426823345535
1548,-140.67195491106116,21,-141.15426823345535
1549,-140.58915293640678,21,-141.15426823345535
1550,-140.72677268673726,21,-141.15426823345535
1551,-141.2091175167999,21,-141.2091175167999
1552,-140.865285792444,21,-141.15426823345535
1553,-141.00225234081054,21,-141.15426823345535
1554,-140.86450042922507,21,-141.15426823345535
1555,-140.65840906643905,21,-141.15426823345535
1556,-141.0709925845229,21,-141.15426823345535
1557,-140.9374248262214,21,-141.15426823345535
1558,-141.0713830562562,21,-141.15426823345535
1559,-140.6584085101536,21,-141.15426823345535
1560,-140.65307504982562,21,-141.15426823345535
1561,-140.93361544567216,21,-141.15426823345535
1562,-140.9338707681204,21,-141.15351662893028
1563,-140.8649832219653,21,-141.15351662893028
1564,-141.07535403126548,21,-141.15351662893028
1565,-140.65811363026222,21,-141.1459127769823
1566,-140.86468054047555,21,-141.1459127769823
1567,-140.52054213339017,21,-141.1459127769823
1568,-140.79082055630187,21,-141.14128821654614
1569,-141.00195531798738,21,-141.14057722557516
1570,-140.7264512739553,21,-141.14057722557516
1571,-140.86471809264935,21,-141.14057722557516
1572,-140.86555070946335,21,-141.14057722557516
1573,-141.00266697806393,21,-141.14057722557516
1574,-140.93414859246536,21,-141.14057722557516
1575,-140.79551216376217,21,-141.14057722557516
1576,-140.93378604630138,21,-141.14057722557516
1577,-140.72721641290698,21,-141.14033884848325
1578,-140.93368006642658,21,-141.14033443548215
1579,-141.0721475008005,21,-141.14033443548215
1580,-140.52008653291847,21,-141.14033443548215
1581,-141.21304667609868,21,-141.14033884848325
1582,-140.58889305507367,21,-141.14033884848325
1583,-140.86476137156131,21,-141.14033884848325
1584,-140.8654394054779,21,-141.14033884848325
1585,-140.4510796302851,21,-141.14033884848325
1586,-140.933864965526,21,-141.14033884848325
1587,-141.2776873172848,21,-141.14057722557516
1588,-140.7265436500184,21,-141.14057722557516
1589,-141.00319370335237,21,-141.14057722557516
1590,-141.0714164225942,21,-141.14057722557516
1591,-140.7270930404332,21,-141.14057722557516
1592,-141.07198748804478,21,-141.14057722557516
1593,-140.7264431963904,21,-141.14057722557516
1594,-140.3781139842431,21,-141.14057722557516
1595,-140.72709527686803,21,-141.14057722557516
1596,-140.9340697799305,21,-141.14057722557516
1597,-140.65809226996484,21,-141.14057722557516
1598,-140.93348556618028,21,-141.14057722557516
1599,-140.79056809315028,21,-141.14057722557516
1600,-141.0714871756341,21,-141.14057722557516
1601,-140.93365065613548,21,-141.14057722557516
1602,-140.8646648532503,21,-141.14057722557516
1603,-141.27860501088873,21,-141.14128821654614
1604,-140.65839890425804,21,-141.14128821654614
1605,-141.071411444462,21,-141.14128821654614
1606,-140.9342218888965,21,-141.14128821654614
1607,-140.58953331120813,21,-141.14128821654614
1608,-140.79579103115117,21,-141.14128821654614
1609,-140.7963706254506,21,-141.14128821654614
1610,-140.52051797404644,21,-141.14128821654614
1611,-141.1401035693181,21,-141.14128821654614
1612,-141.07070566336782,21,-141.14128821654614
1613,-141.00220097692903,21,-141.14128821654614
1614,-140.93300629122547,21,-141.14128821654614
1615,-141.1399607341848,21,-141.14128821654614
1616,-140.72663939300605,21,-141.14128821654614
1617,-140.72695657300142,21,-141.14057722557516
1618,-141.0712203507954,21,-141.14057722557516
1619,-141.20895925691914,21,-141.1459127769823
1620,-140.933473187645,21,-141.1459127769823
1621,-140.86465275082176,21,-141.1459127769823
1622,-140.72750817037584,21,-141.1459127769823
1623,-140.79981003366095,21,-141.1459127769823
1624,-140.5240409421318,21,-141.1459127769823
1625,-140.79556657914165,21,-141.1459127769823
1626,-141.00640379364333,21,-141.1459127769823
1627,-140.93425911503715,21,-141.1459127769823
1628,-140.86509744103645,21,-141.1459127769823
1629,-141.00595562533158,21,-141.1459127769823
1630,-140.86033726720046,21,-141.1459127769823
1631,-141.00220543794734,21,-141.1459127769823
1632,-140.52064245040637,21,-141.1459127769823
1633,-140.99831545332728,21,-141.1401035693181
1634,-141.00267950955012,21,-141.1401035693181
1635,-140.65806112485808,21,-141.1401035693181
1636,-140.9325617748613,21,-141.1401035693181
1637,-141.27617454277768,21,-141.20895925691914
1638,-141.1714601535017,21,-141.20895925691914
1639,-140.96464847658757,21,-141.20895925691914
1640,-140.75780450467389,21,-141.20895925691914
1641,-141.1714486919032,21,-141.20895925691914
1642,-140.8266971375349,21,-141.20895925691914
1643,-141.2404836951526,21,-141.2091175167999
1644,-140.619848428324,21,-141.2091175167999
1645,-140.96465179267102,21,-141.2091175167999
1646,-141.10256991257296,21,-141.2091175167999
1647,-141.309452686638,21,-141.21304667609868
1648,-140.826694016393,21,-141.21304667609868
1649,-141.03358523098638,21,-141.21304667609868
1650,-140.68876463232849,21,-141.21304667609868
1651,-141.10257617624598,21,-141.21304667609868
1652,-141.10253494989476,21,-141.21304667609868
1653,-140.8956218320157,21,-141.21304667609868
1654,-140.75775897301912,21,-141.21304667609868
1655,-141.0335485769612,21,-141.21304667609868
1656,-140.82665177947388,21,-141.21304667609868
1657,-140.75778578066456,21,-141.21304667609868
1658,-140.4819758572264,21,-141.21304667609868
1659,-140.89564829043903,21,-141.21304667609868
1660,-141.24044046537176,21,-141.24044046537176
1661,-141.03347692677895,21,-141.24044046537176
1662,-141.10250512252495,21,-141.24044046537176
1663,-141.24051835509695,21,-141.2404836951526
1664,-140.7577432687434,21,-141.2404836951526
1665,-140.68883442140245,21,-141.2404836951526
1666,-140.68883541667583,21,-141.2404836951526
1667,-140.82670815911973,21,-141.2404836951526
1668,-140.82674367834832,21,-141.2404836951526
1669,-141.1714852212795,21,-141.2404836951526
1670,-140.82673090404663,21,-141.2404836951526
1671,-140.8266967231896,21,-141.2404836951526
1672,-141.03352903787032,21,-141.2404836951526
1673,-140.55091052647063,21,-141.2404836951526
1674,-141.033596395394,21,-141.2404836951526
1675,-141.10255112012638,21,-141.2404836951526
1676,-140.89572528480414,21,-141.2404836951526
1677,-140.61982682925446,21,-141.2404836951526
1678,-140.96464353946465,21,-141.2404836951526
1679,-140.82668318190628,21,-141.2404836951526
1680,-140.8266827808057,21,-141.2404836951526
1681,-140.96457110875383,21,-141.2404836951526
1682,-141.03354895183026,21,-141.2404836951526
1683,-140.89564004894063,21,-141.2404836951526
1684,-141.10249356610592,21,-141.2404836951526
1685,-140.7577784607041,21,-141.2404836951526
1686,-140.7577620401629,21,-141.2404836951526
1687,-140.41302068965376,21,-141.2404836951526
1688,-140.96458711217986,21,-141.24044046537176
1689,-141.1025883626944,21,-141.24044046537176
1690,-140.7577859328324,21,-141.24044046537176
1691,-141.03354132226417,21,-141.24044046537176
1692,-140.82672744346834,21,-141.24044046537176
1693,-140.75772184183765,21,-141.24044046537176
1694,-140.89573027350843,21,-141.24044046537176
1695,-141.24051964092007,21,-141.2404836951526
1696,-140.48188134657266,21,-141.2404836951526
1697,-140.89568837113916,21,-141.2404836951526
1698,-140.96458328438308,21,-141.2404836951526
1699,-141.17142124056355,21,-141.2404836951526
1700,-141.03356756099214,21,-141.2404836951526
1701,-140.96457521822055,21,-141.2404836951526
1702,-141.2403829167663,21,-141.2404836951526
1703,-141.03356583185132,21,-141.2404836951526
1704,-141.5231205681203,21,-141.2404836951526
1705,-141.1025802594474,21,-141.2404836951526
1706,-140.4819122365636,21,-141.2404836951526
1707,-140.96459802087855,21,-141.2404836951526
1708,-140.68875990997452,21,-141.2404836951526
1709,-140.68880510865438,21,-141.2404836951526
1710,-141.0335767397604,21,-141.2404836951526
1711,-140.8957040326954,21,-141.2404836951526
1712,-141.03355559139882,21,-141.2404836951526
1713,-140.757779271228,21,-141.2404836951526
1714,-141.10253993495485,21,-141.2404836951526
1715,-140.8267133408662,21,-141.2404836951526
1716,-140.8956620376439,21,-141.2404836951526
1717,-140.68884002171998,21,-141.2404836951526
1718,-140.6888132469391,21,-141.2404836951526
1719,-141.1715824271045,21,-141.2404836951526
1720,-141.10255340518864,21,-141.2404836951526
1721,-141.10250127321007,21,-141.2404836951526
1722,-141.24038113572226,21,-141.2404836951526
1723,-140.82673539221412,21,-141.2404836951526
1724,-140.82670232185922,21,-141.2404836951526
1725,-140.41297920140073,21,-141.2404836951526
1726,-141.03361177403204,21,-141.2404836951526
1727,-140.8956731399208,21,-141.2404836951526
1728,-141.10252830946342,21,-141.2404836951526
1729,-140.8956755562017,21,-141.2404836951526
1730,-140.7577404669321,21,-141.2404836951526
1731,-140.96467974749356,21,-141.2404836951526
1732,-141.24049207361554,21,-141.24049207361554
1733,-141.0335999324763,21,-141.24049207361554
1734,-141.03361882325765,21,-141.24049207361554
1735,-140.82673916554063,21,-141.24049207361554
1736,-140.61983503900464,21,-141.24049207361554
1737,-141.10249137723443,21,-141.24049207361554
1738,-140.9646019830448,21,-141.2404836951526
1739,-141.102536417559,21,-141.2404836951526
1740,-140.89563791258416,21,-141.2404836951526
1741,-140.82673723471828,21,-141.2404836951526
1742,-140.8956375017421,21,-141.2404836951526
1743,-140.48196645684075,21,-141.2404836951526
1744,-140.8266852562974,21,-141.24044046537176
1745,-140.96459087043488,21,-141.24044046537176
1746,-141.17149630564435,21,-141.24044046537176
1747,-141.2404614206359,21,-141.2404614206359
1748,-140.8956735997005,21,-141.24044046537176
1749,-140.96467368312477,21,-141.24044046537176
1750,-140.96464629096292,21,-141.24044046537176
1751,-140.89559869696077,21,-141.24044046537176
1752,-140.8957069988705,21,-141.24044046537176
1753,-140.6888429472643,21,-141.24044046537176
1754,-140.8956237513527,21,-141.24044046537176
1755,-141.03351318988933,21,-141.24044046537176
1756,-140.7577514176304,21,-141.24044046537176
1757,-141.30945372215933,21,-141.2404614206359
1758,-141.17150370825846,21,-141.2404614206359
1759,-140.82667466659757,21,-141.2404614206359
1760,-141.0335979989561,21,-141.2404614206359
1761,-140.9646420552249,21,-141.2404614206359
1762,-141.3093819501055,21,-141.24049207361554
1763,-140.6887664859966,21,-141.24049207361554
1764,-141.17146577699793,21,-141.2404614206359
1765,-141.1024750760732,21,-141.2404614206359
1766,-140.89569000307762,21,-141.2404614206359
1767,-140.96465442213315,21,-141.2404614206359
1768,-141.17146085823984,21,-141.2404614206359
1769,-141.24046914271258,21,-141.24046914271258
1770,-141.03350546458688,21,-141.24046914271258
1771,-140.89557871920954,21,-141.24046914271258
1772,-140.757755214233,21,-141.24046914271258
1773,-141.03355381757228,21,-141.24046914271258
1774,-140.96465334323736,21,-141.24046914271258
1775,-140.82672724172176,21,-141.24046914271258
1776,-141.1714993281492,21,-141.24046914271258
1777,-141.0336009767954,21,-141.24046914271258
1778,-140.55087195430718,21,-141.24046914271258
1779,-140.96462458582317,21,-141.24046914271258
1780,-140.82671755397428,21,-141.24046914271258
1781,-140.61984098549064,21,-141.24046914271258
1782,-140.82678101082615,21,-141.24046914271258
1783,-140.75776554440182,21,-141.24046914271258
1784,-141.10252010115806,21,-141.24046914271258
1785,-141.10253659211182,21,-141.24046914271258
1786,-141.3094612493108,21,-141.24049207361554
1787,-141.17155288494982,21,-141.24049207361554
1788,-141.10378866514372,21,-141.24049207361554
1789,-140.61984043553497,21,-141.24049207361554
1790,-140.82669659898238,21,-141.24049207361554
1791,-140.82671733699334,21,-141.24049207361554
1792,-141.10252095187818,21,-141.24049207361554
1793,-141.10261881677633,21,-141.24049207361554
1794,-141.0336103425533,21,-141.24049207361554
1795,-140.7577451522916,21,-141.24049207361554
1796,-140.96461565661383,21,-141.24046914271258
1797,-140.68881236422516,21,-141.24046914271258
1798,-141.10246646723095,21,-141.24046914271258
1799,-140.82668468639565,21,-141.24046914271258
1800,-140.89569925949127,21,-141.24046914271258
1801,-140.975601769465,21,-141.24046914271258
1802,-141.03354193094958,21,-141.24046914271258
1803,-141.3094045194947,21,-141.24049207361554
1804,-140.82671919876083,21,-141.24049207361554
1805,-140.9646452458382,21,-141.24046914271258
1806,-141.10254047616894,21,-141.24046914271258
1807,-141.3094958050308,21,-141.24049207361554
1808,-140.96461116802175,21,-141.24049207361554
1809,-141.0335040106209,21,-141.24049207361554
1810,-141.2404654401107,21,-141.24049207361554
1811,-140.82675652449169,21,-141.24049207361554
1812,-140.9646055399782,21,-141.24049207361554
1813,-140.89562300592803,21,-141.24049207361554
1814,-140.8956229981015,21,-141.24049207361554
1815,-141.0335704414937,21,-141.24049207361554
1816,-140.96460415521167,21,-141.24049207361554
1817,-140.8957331714987,21,-141.24049207361554
1818,-140.68879549909224,21,-141.24049207361554
1819,-140.8267474741532,21,-141.24049207361554
1820,-141.24048081711376,21,-141.24049207361554
1821,-140.96455869595786,21,-141.24049207361554
1822,-141.0336175083545,21,-141.24049207361554
1823,-141.37833661490822,21,-141.3093819501055
1824,-140.96455076292625,21,-141.3093819501055
1825,-140.75776762322852,21,-141.3093819501055
1826,-140.68882634246222,21,-141.3093819501055
1827,-140.55083787816002,21,-141.3093819501055
1828,-140.89562454086138,21,-141.3093819501055
1829,-140.4129730974567,21,-141.3093819501055
1830,-140.96467367482018,21,-141.3093819501055
1831,-140.89568187163488,21,-141.3093819501055
1832,-140.48190567248966,21,-141.3093819501055
1833,-140.9646122755869,21,-141.3093819501055
