iteration,avg_return,policy_loss,value_loss,entropy
1,0.0,0.0,0,0
2,0.0,0.0,0,0
3,0.0,0.0,0,0
4,0.0,0.0,0,0
5,0.0,0.0,0,0
6,0.0,0.0,0,0
7,0.0,0.0,0,0
8,0.0,0.0,0,0
9,0.0,0.0030130165163427592,0,0
10,0.0,0.0019774926477111876,0,0
11,0.0,0.002355715580051765,0,0
12,0.0,0.002833157216253526,0,0
13,0.0,0.004130226513370872,0,0
14,0.0,0.003832699591293931,0,0
15,0.0,0.00415591867123213,0,0
16,0.0,0.005952453784023722,0,0
17,0.0,0.007148057105951011,0,0
18,0.0,0.0070424684896492045,0,0
19,0.0,0.008905723690986633,0,0
20,0.0,0.010524441255256534,0,0
21,0.0,0.008689794046360822,0,0
22,0.0,0.005411488376557827,0,0
23,0.0,0.007866236148402095,0,0
24,0.0,0.006049457359416732,0,0
25,0.0,0.006697275734040886,0,0
26,0.0,0.004250895697623491,0,0
27,0.0,0.0059207757585681975,0,0
28,0.0,0.005092923778334054,0,0
29,0.0,0.0071248619351536036,0,0
30,0.0,0.0077588967978954315,0,0
31,0.0,0.008044971618801355,0,0
32,0.0,0.0072699179872870445,0,0
33,0.0,0.007075883913785219,0,0
34,0.0,0.009311556217393704,0,0
35,0.0,0.00915748051678141,0,0
36,0.0,0.008654359534072379,0,0
37,0.0,0.008147549194594225,0,0
38,0.0,0.007212679864516338,0,0
39,0.0,0.003770343824534824,0,0
40,0.0,0.004106526263058186,0,0
41,0.0,0.0034356525337154217,0,0
42,0.0,0.003978626434936335,0,0
43,0.0,0.0031528914424901206,0,0
44,0.0,0.0018928794339040501,0,0
45,0.0,0.0014870248269289732,0,0
46,0.0,0.0010146652348339558,0,0
47,0.0,0.00045280259155333624,0,0
48,0.0,0.00020147704752603067,0,0
49,0.0,0.00010175774659728631,0,0
50,1.0,8.572597606096813e-05,0,0
51,0.0,0.0009610444306899273,0,0
52,0.0,0.0013183818822290049,0,0
53,0.0,0.0028890559440601224,0,0
54,0.0,0.006467382114943724,0,0
55,0.0,0.007840576865102934,0,0
56,0.0,0.0071495761429624894,0,0
57,0.0,0.006017504492774606,0,0
58,0.0,0.005140725137858555,0,0
59,1.0,0.004235933511517942,0,0
60,0.0,0.003551753849023953,0,0
61,1.0,0.002824628830079318,0,0
62,0.0,0.0029295073666920266,0,0
63,0.0,0.0027693082042138223,0,0
64,0.0,0.004602678266486951,0,0
65,0.0,0.0039019827286023902,0,0
66,1.0,0.005127681917656446,0,0
67,0.0,0.005588487655456577,0,0
68,1.0,0.010578793547326095,0,0
69,0.0,0.017762765470568254,0,0
70,0.0,0.01430075370113958,0,0
71,0.0,0.007942877166594068,0,0
72,0.0,0.0061762456949192865,0,0
73,0.0,0.0057848943926563316,0,0
74,1.0,0.004462190391980887,0,0
75,0.0,0.004838070312481639,0,0
76,0.0,0.006385812123808714,0,0
77,0.0,0.008548196776246186,0,0
78,0.0,0.0069958804408088325,0,0
79,0.0,0.00887128656137396,0,0
80,0.0,0.0050469149462878705,0,0
81,0.0,0.0050058058186550625,0,0
82,1.0,0.004930134134126767,0,0
83,0.0,0.007173271397786105,0,0
84,0.0,0.004997094067780731,0,0
85,0.0,0.00380127243845212,0,0
86,1.0,0.0031796586187556384,0,0
87,1.0,0.0026108600666303553,0,0
88,0.0,0.003007870135744187,0,0
89,0.0,0.003901909139260949,0,0
90,0.0,0.0031152225704357515,0,0
91,0.0,0.004022439500728909,0,0
92,0.0,0.003667281330664359,0,0
93,1.0,0.00336799630895257,0,0
94,1.0,0.003780892805260574,0,0
95,1.0,0.0045461962741523325,0,0
96,0.0,0.005874344229917316,0,0
97,0.0,0.004146195487119257,0,0
98,0.0,0.003595692222838157,0,0
99,1.0,0.004152185384698801,0,0
100,0.0,0.004244040219216711,0,0
101,0.0,0.005807595618534833,0,0
102,1.0,0.005470984692995747,0,0
103,0.0,0.0045057774754241105,0,0
104,0.0,0.004696351064082522,0,0
105,1.0,0.0035519102436736365,0,0
106,0.0,0.002138258935883641,0,0
107,0.0,0.003669369640513597,0,0
108,0.0,0.004230011162219633,0,0
109,0.0,0.005598180748235721,0,0
110,0.0,0.004513474095923205,0,0
111,1.0,0.004213716160800112,0,0
112,0.0,0.004351503032791827,0,0
113,1.0,0.004704523858997752,0,0
114,0.0,0.0047615238517108895,0,0
115,0.0,0.0055624099137882395,0,0
116,0.0,0.005948625671278153,0,0
117,0.0,0.006774102071566241,0,0
118,0.0,0.005187834579763668,0,0
119,1.0,0.006289274444498005,0,0
120,0.0,0.004616200313903391,0,0
121,0.0,0.005640895977175158,0,0
122,1.0,0.005188649768129953,0,0
123,0.0,0.004725123755633831,0,0
124,0.0,0.0038150567173336944,0,0
125,1.0,0.0059670598162079435,0,0
126,0.0,0.004937316078747458,0,0
127,0.0,0.004754584443501451,0,0
128,0.0,0.006079352575020408,0,0
129,0.0,0.005719254094669048,0,0
