iteration,avg_return,policy_loss,value_loss,entropy
1,0.0,0.0,0,0
2,0.0,0.0,0,0
3,0.0,0.0,0,0
4,0.0,0.0,0,0
5,0.0,0.0,0,0
6,0.0,0.0,0,0
7,0.0,0.0,0,0
8,0.0,0.0,0,0
9,0.0,0.0,0,0
10,0.0,0.0,0,0
11,0.0,0.0,0,0
12,0.0,0.006308840308338404,0,0
13,0.0,0.0034424199645097056,0,0
14,0.0,0.0037287846419282937,0,0
15,1.0,0.004819515833838118,0,0
16,0.0,0.01334249711362645,0,0
17,0.0,0.015736719127744436,0,0
18,0.0,0.008718284512204784,0,0
19,0.0,0.009053134425942386,0,0
20,0.0,0.006111498200334608,0,0
21,0.0,0.0054778972795854015,0,0
22,0.0,0.0059606510524948435,0,0
23,0.0,0.009668364965667328,0,0
24,0.0,0.008581751026213169,0,0
25,0.0,0.012092598093052706,0,0
26,0.0,0.01822190072077016,0,0
27,0.0,0.03700743497095325,0,0
28,0.0,0.042516010658194624,0,0
29,0.0,0.04556340600053469,0,0
30,0.0,0.06038373108539316,0,0
31,0.0,0.06533893011510372,0,0
32,0.0,0.0666016642935574,0,0
33,0.0,0.09753563068807125,0,0
34,0.0,0.10292154071586472,0,0
35,0.0,0.09389044642448426,0,0
36,1.0,0.08904461802116462,0,0
37,0.0,0.07482146720091502,0,0
38,0.0,0.07042913949664902,0,0
39,0.0,0.1180920721963048,0,0
40,1.0,0.11364946764660999,0,0
41,1.0,0.11030803248286247,0,0
42,0.0,0.06182935603551174,0,0
43,0.0,0.05330931714602879,0,0
44,0.0,0.034573925520620635,0,0
45,1.0,0.018669659219119908,0,0
46,1.0,0.012606742281821511,0,0
47,0.0,0.014587624722884761,0,0
48,0.0,0.017545788109583675,0,0
49,0.0,0.015841799788177013,0,0
50,0.0,0.02312420747500468,0,0
51,0.0,0.019823140772977765,0,0
52,0.0,0.022210653652163112,0,0
53,1.0,0.01752948892923693,0,0
54,0.0,0.014046720039914362,0,0
55,0.0,0.016520403558388352,0,0
56,1.0,0.011665238865784236,0,0
57,1.0,0.012095720570131734,0,0
58,0.0,0.01114169778302312,0,0
59,1.0,0.012777630181517452,0,0
60,1.0,0.013781761246112486,0,0
61,1.0,0.012465397051225105,0,0
62,0.0,0.013884711397909805,0,0
63,0.0,0.012999272556044161,0,0
64,0.0,0.012341263859915281,0,0
65,0.0,0.011799590679368487,0,0
66,0.0,0.016697514243423937,0,0
67,1.0,0.011188705348306231,0,0
68,0.0,0.010492166783660651,0,0
69,0.0,0.011158853822218423,0,0
70,1.0,0.009951849514618517,0,0
71,1.0,0.01066996855661273,0,0
72,0.0,0.01131783143306772,0,0
73,0.0,0.008900850418217058,0,0
74,0.0,0.011437775540398433,0,0
75,0.0,0.008137810043990612,0,0
76,1.0,0.010914530210277957,0,0
77,0.0,0.01319710467942059,0,0
78,0.0,0.011419267098830602,0,0
79,1.0,0.011436134280467575,0,0
80,0.0,0.011294840136542916,0,0
81,0.0,0.008498599495444643,0,0
82,0.0,0.009457964960130908,0,0
83,1.0,0.0104008055686091,0,0
84,1.0,0.008382918545976281,0,0
85,0.0,0.00862462944625055,0,0
86,1.0,0.009584759947873892,0,0
87,1.0,0.0067645716582141495,0,0
88,1.0,0.009153122015829598,0,0
89,1.0,0.009757997700944543,0,0
90,0.0,0.009909986692946404,0,0
91,0.0,0.012595125765074044,0,0
92,0.0,0.01109735961838425,0,0
93,0.0,0.011902356890707531,0,0
94,1.0,0.009863601278458886,0,0
95,1.0,0.009717682350269506,0,0
96,1.0,0.010465305871688403,0,0
97,1.0,0.009892345289699733,0,0
98,1.0,0.009687937688655578,0,0
99,0.0,0.011022734332501012,0,0
100,1.0,0.011822816363915249,0,0
101,1.0,0.009987274592276663,0,0
102,0.0,0.012521908054814526,0,0
103,0.0,0.009004345643916167,0,0
104,1.0,0.008385784770573744,0,0
105,1.0,0.01177865573845338,0,0
106,0.0,0.008918563070307885,0,0
107,0.0,0.011943877674639225,0,0
108,0.0,0.009233605271826187,0,0
109,0.0,0.011695481308449347,0,0
110,0.0,0.007741819694638252,0,0
111,0.0,0.010470881348564512,0,0
112,1.0,0.01200965183476607,0,0
113,0.0,0.011056810424197466,0,0
114,0.0,0.012637619220186025,0,0
115,0.0,0.009081189308992842,0,0
116,1.0,0.010705024808574515,0,0
117,0.0,0.009788418672262477,0,0
118,0.0,0.009432073591782128,0,0
119,1.0,0.00975219407118857,0,0
120,1.0,0.007638764684088528,0,0
121,0.0,0.008587063689944599,0,0
122,0.0,0.011019857468731378,0,0
123,1.0,0.008816068458624862,0,0
124,1.0,0.008014307100287018,0,0
