iteration,avg_return,policy_loss,value_loss,entropy
56,0.001953125,-78.12143846352895,0,1.3827105065186818
57,0.001953125,-20.94962633315784,0,1.380918766061465
58,0.001953125,-40.54338931043943,0,1.3809495518604915
59,0.0,0.0,0,1.3826998869578044
60,0.0,0.0,0,1.3825523207585018
61,0.001953125,-2.9269357373317084,0,1.3818219751119614
62,0.0,0.0,0,1.3814343412717183
63,0.0,0.0,0,1.382289504011472
64,0.0,0.0,0,1.3809580753246944
65,0.0,0.0,0,1.3829408089319866
66,0.001953125,-21.030872819324333,0,1.382327934106191
67,0.00390625,-1087.5672003130119,0,1.3820722699165344
68,0.0,0.0,0,1.3842636893192928
69,0.0078125,-13954388.2890625,0,1.3808341026306152
70,0.0,0.0,0,1.3806352764368057
71,0.00390625,-7.1177545906975865,0,1.3796853671471279
72,0.001953125,-5.62668153414658,0,1.380644604563713
73,0.001953125,-1.5062558534555137,0,1.3815014908711116
74,0.00390625,-11.090330180556824,0,1.3778424163659413
75,0.005859375,-16.56503604600827,0,1.3818872819344203
76,0.005859375,-31.916419426289696,0,1.3801815509796143
77,0.001953125,-0.7703019377076998,0,1.3796033759911854
78,0.0,0.0,0,1.3806993315617244
79,0.0,0.0,0,1.3815218657255173
80,0.0,0.0,0,1.3804083218177159
81,0.001953125,-56717.79484352221,0,1.379835993051529
82,0.001953125,-5.639708026312292,0,1.3803054292996724
83,0.0,0.0,0,1.38140373925368
84,0.001953125,-21.120805097278208,0,1.379911517103513
85,0.0,0.0,0,1.3816087295611699
86,0.001953125,-0.4016896397806704,0,1.3810599446296692
87,0.00390625,-294.06978403020184,0,1.3803431739409764
88,0.001953125,-0.2072463988636931,0,1.378889376918475
89,0.005859375,-862.5951029857,0,1.3802310278018315
90,0.0,0.0,0,1.3813352038462956
91,0.00390625,-1.7070047763021041,0,1.3799523065487544
92,0.001953125,-40.558165748914085,0,1.3808871308962505
93,0.0,0.0,0,1.3811853229999542
94,0.001953125,-15088.620984956311,0,1.3794108927249908
95,0.001953125,-5.5863395147025585,0,1.3807976643244426
96,0.0,0.0,0,1.3819532593091328
97,0.0,0.0,0,1.3810397237539291
98,0.0,0.0,0,1.3809868494669597
99,0.001953125,-0.4023012390437846,0,1.3801197956005733
100,0.001953125,-0.40229991113301367,0,1.3804991245269775
101,0.001953125,-0.7754499965036908,0,1.3811974724133809
102,0.001953125,-0.20817831546689072,0,1.3813122858603795
103,0.001953125,-0.20797703236651918,0,1.3812136401732762
104,0.001953125,-15049.34488081932,0,1.379768376549085
105,0.0,0.0,0,1.3811612377564113
106,0.001953125,-11117631.45756022,0,1.370163192351659
107,0.00390625,-150.67629633160928,0,1.3598807404438655
108,0.0,0.0,0,1.3608577251434326
109,0.001953125,-2.8359277300769463,0,1.3577689081430435
110,0.0,0.0,0,1.3601627598206203
111,0.0,0.0,0,1.3612078527609508
112,0.001953125,-2.8970544898572066,0,1.3642315318187077
113,0.0,0.0,0,1.360269824663798
114,0.001953125,-40.29441965619723,0,1.36489437520504
115,0.0,0.0,0,1.3647961020469666
116,0.0,0.0,0,1.3681113322575886
117,0.00390625,-6.3397798409375055,0,1.3674144099156063
118,0.0,0.0,0,1.3658690949281056
119,0.0,0.0,0,1.3645185977220535
120,0.005859375,-79.1829468930761,0,1.366941784818967
121,0.00390625,-4042.9837152427062,0,1.3686219900846481
122,0.001953125,-0.2093193537245194,0,1.3705647786458333
123,0.001953125,-5.666105879082655,0,1.372300624847412
124,0.005859375,-1161.9617983500164,0,1.3720982720454533
125,0.0,0.0,0,1.3769369820753734
126,0.001953125,-0.40645270709258813,0,1.377089594801267
127,0.001953125,-5.6319992790619535,0,1.3759020219246547
128,0.0,0.0,0,1.3773933599392574
129,0.001953125,-20.963254494825378,0,1.3757768174012501
130,0.0,0.0,0,1.3775139798720677
131,0.00390625,-21.991847310836118,0,1.3763238588968914
132,0.001953125,-0.7762842886925986,0,1.375549430648486
133,0.001953125,-10.939643651247025,0,1.3776100377241771
134,0.0,0.0,0,1.376083289583524
135,0.001953125,-40.47443287028,0,1.3769092957178752
136,0.0,0.0,0,1.3755082935094833
137,0.001953125,-289.1423605660287,0,1.3759319732586544
138,0.00390625,-6.021959020135303,0,1.3763853559891384
139,0.001953125,-1512195.6668701172,0,1.3749077767133713
140,0.0,0.0,0,1.3725612312555313
141,0.00390625,-303.80148188273114,0,1.3678846210241318
142,0.0,0.0,0,1.3671044011910756
143,0.005859375,-21.961193176607292,0,1.3670243720213573
144,0.0,0.0,0,1.3701032996177673
145,0.001953125,-4038.622704307238,0,1.367920418580373
146,0.0,0.0,0,1.369025523463885
147,0.001953125,-1.5130100874230266,0,1.36850772301356
148,0.005859375,-28871.210080176592,0,1.3639326443274815
149,0.001953125,-0.20711527578532696,0,1.3700845042864482
150,0.001953125,-20.80816165606181,0,1.370047852396965
151,0.001953125,-0.20836442002716163,0,1.3672475616137187
152,0.0,0.0,0,1.3732316841681798
153,0.0,0.0,0,1.367499401172002
154,0.001953125,-5.534226194024086,0,1.3710367580254872
155,0.001953125,-1.5069136434079458,0,1.3649403154850006
156,0.001953125,-40.582353161647916,0,1.3654606938362122
157,0.001953125,-0.20526254456490278,0,1.370009849468867
158,0.0,0.0,0,1.371240625778834
159,0.001953125,-0.7832366290191809,0,1.3690881182750065
160,0.005859375,-152.28234363192072,0,1.3668941607077916
161,0.0,0.0,0,1.3738990525404613
162,0.001953125,-79.30863801017404,0,1.3694261809190114
163,0.001953125,-1499346989909.3333,0,1.3744127005338669
164,0.0,0.0,0,1.378822962443034
165,0.0,0.0,0,1.3794120699167252
166,0.0,0.0,0,1.3792835225661595
167,0.0,0.0,0,1.3808385928471882
168,0.00390625,-583.8881160020828,0,1.3789538343747456
169,0.001953125,-0.2074416990702351,0,1.3783271759748459
170,0.001953125,-5.630984431132674,0,1.3793831517299016
171,0.00390625,-22.414571188855916,0,1.3784869213898976
172,0.00390625,-0.41574018852164346,0,1.378798966606458
173,0.001953125,-20.856919420262177,0,1.3779768695433934
174,0.001953125,-0.7795063273903603,0,1.3785859892765682
175,0.001953125,-290.3760237470269,0,1.3775864988565445
176,0.00390625,-2092.5277691806355,0,1.3780280103286107
177,0.0,0.0,0,1.379102200269699
178,0.0,0.0,0,1.380483071009318
179,0.0,0.0,0,1.379868855079015
180,0.001953125,-20.875243263629574,0,1.3790598412354786
181,0.0,0.0,0,1.3808462818463643
182,0.00390625,-6.402782181898753,0,1.3796443492174149
183,0.001953125,-2.9164464878849685,0,1.3798792213201523
184,0.00390625,-21.775302390024688,0,1.3784360537926357
185,0.0,0.0,0,1.3798428972562153
186,0.0,0.0,0,1.3807469010353088
187,0.001953125,-0.20807670600091419,0,1.3791371583938599
188,0.0,0.0,0,1.3792032301425934
189,0.00390625,-564.9085929989815,0,1.378235359986623
190,0.0,0.0,0,1.3813568850358326
191,0.0,0.0,0,1.3796244710683823
192,0.0,0.0,0,1.3806565801302593
193,0.001953125,-0.20802921134357652,0,1.3794256697098415
194,0.0,0.0,0,1.3803425927956898
195,0.0,0.0,0,1.3807608435551326
196,0.0078125,-62.96880949661136,0,1.3790965676307678
197,0.00390625,-13.785190564425042,0,1.3800120055675507
198,0.0078125,-307.8656814098358,0,1.3779555360476177
199,0.005859375,-2097.211734453837,0,1.3779300351937611
200,0.0,0.0,0,1.3786546389261882
201,0.0,0.0,0,1.3757921904325485
202,0.0,0.0,0,1.3782172600428264
203,0.0,0.0,0,1.3772457639376323
204,0.0,0.0,0,1.377080390850703
205,0.00390625,-42.005355129639305,0,1.3776930222908657
206,0.001953125,-151.18658716526502,0,1.378086730837822
207,0.001953125,-0.403559072719266,0,1.3773147811492283
208,0.001953125,-0.20651560889867446,0,1.3779747933149338
209,0.00390625,-2089.3867757334374,0,1.377914731701215
210,0.0,0.0,0,1.379523699482282
211,0.001953125,-107899.7873796622,0,1.3780299822489421
212,0.001953125,-0.4036471573635936,0,1.378510370850563
213,0.0,0.0,0,1.3804482519626617
214,0.00390625,-1082.0527936027695,0,1.3784199704726536
215,0.0,0.0,0,1.3795353025197983
216,0.005859375,-11.210745209051916,0,1.3772136569023132
217,0.005859375,-42.3867797528704,0,1.3802127987146378
218,0.001953125,-5.581131064798683,0,1.379398097594579
219,0.00390625,-292.43280634780723,0,1.3779304971297581
220,0.0,0.0,0,1.3791541208823521
221,0.001953125,-0.40412709675729275,0,1.3797617355982463
222,0.001953125,-1.5002256575971842,0,1.3794487963120143
223,0.00390625,-151.85823694864908,0,1.3774566600720088
224,0.001953125,-78.02327994008859,0,1.3789387096961339
225,0.001953125,-1.5067234196079273,0,1.379018594821294
226,0.001953125,-0.10701053030788898,0,1.3800041874249775
227,0.005859375,-29225.173150221508,0,1.3778035342693329
228,0.0,0.0,0,1.37848865489165
229,0.001953125,-1.51107669256938,0,1.3790671279033024
230,0.001953125,-40.54857463389635,0,1.377172475059827
231,0.001953125,-0.7781560640238846,0,1.3784726808468502
232,0.001953125,-564.9701973597208,0,1.377953290939331
233,0.00390625,-5615960.363695716,0,1.3781620313723881
234,0.001953125,-2.9220107685153685,0,1.378707284728686
235,0.001953125,-78.06548602630694,0,1.379852886001269
236,0.00390625,-41.011175990104675,0,1.3785377442836761
237,0.001953125,-0.4059487206783767,0,1.3772489726543427
238,0.005859375,-29357.50898392995,0,1.3781684041023254
239,0.0,0.0,0,1.3790461421012878
240,0.001953125,-2.9002227367212376,0,1.3780283431212108
241,0.0,0.0,0,1.378093957901001
242,0.001953125,-1.5095461195645232,0,1.3783402840296428
243,0.005859375,-99.36655133465926,0,1.3772614300251007
244,0.001953125,-0.40119266308223206,0,1.3787246346473694
245,0.001953125,-0.40608567868669826,0,1.379525363445282
246,0.0,0.0,0,1.378342514236768
247,0.0,0.0,0,1.378061294555664
248,0.00390625,-11.30853769928217,0,1.3790470560391743
249,0.001953125,-2.89470357230554,0,1.3774807701508205
250,0.0,0.0,0,1.3792468061049779
251,0.009765625,-472.6736287673314,0,1.377408464749654
252,0.001953125,-21.032247091333073,0,1.378730520606041
253,0.001953125,-150.7377246618271,0,1.3782263000806172
254,0.001953125,-10.888855827972293,0,1.3791955709457397
255,0.0,0.0,0,1.3800715307394664
256,0.0,0.0,0,1.377737323443095
257,0.0,0.0,0,1.3793598612149556
258,0.0,0.0,0,1.379276101787885
259,0.001953125,-10.86085289468368,0,1.377446656425794
260,0.001953125,-1.500938762522613,0,1.3786739110946655
261,0.0,0.0,0,1.3787271827459335
262,0.0,0.0,0,1.377992923061053
263,0.0,0.0,0,1.380173072218895
264,0.0,0.0,0,1.379079634944598
265,0.00390625,-2094.1431599855423,0,1.378325492143631
266,0.00390625,-15337.845085018625,0,1.3785282770792644
267,0.001953125,-1.5033012519900997,0,1.378058632214864
268,0.001953125,-1.5014411459366481,0,1.3787725915511448
269,0.0,0.0,0,1.3789807955423992
270,0.001953125,-0.10634209673541288,0,1.3799731781085331
271,0.00390625,-2936221.7147979736,0,1.3780875901381175
272,0.0,0.0,0,1.3767303774754207
273,0.005859375,-3.4049183105429015,0,1.3749497383832932
274,0.0,0.0,0,1.37823686003685
275,0.00390625,-563.8029046870457,0,1.3761154512564342
276,0.0,0.0,0,1.3764397352933884
277,0.001953125,-2.91641704326806,0,1.377076730132103
278,0.0,0.0,0,1.377593110005061
279,0.00390625,-11.678497647245726,0,1.3768294403950374
280,0.00390625,-118.71925605259214,0,1.3787141690651576
281,0.0,0.0,0,1.3779988785584767
282,0.00390625,-80.045751393307,0,1.3757958660523097
283,0.001953125,-2.9225816569911935,0,1.376063197851181
284,0.0,0.0,0,1.3754397084315617
285,0.0,0.0,0,1.3785857558250427
286,0.00390625,-2145.3505430221558,0,1.374055380622546
287,0.0,0.0,0,1.3744726826747258
288,0.00390625,-293.5372043227156,0,1.3772284587224324
289,0.001953125,-1.5012347375353177,0,1.3754652440547943
290,0.001953125,-1.5000745200862486,0,1.3771191934744518
291,0.0,0.0,0,1.377956638733546
292,0.001953125,-77.73866965513055,0,1.3756072173515956
293,0.00390625,-5.774400436629851,0,1.3755495250225067
294,0.001953125,-0.7755982590218385,0,1.3754675288995106
295,0.0,0.0,0,1.3790910691022873
296,0.0,0.0,0,1.376494750380516
297,0.001953125,-0.7786365011706948,0,1.3759603053331375
298,0.001953125,-0.10616277313480775,0,1.3751428971687953
299,0.005859375,-931.8526719411215,0,1.3738287140925725
300,0.0,0.0,0,1.3765323509772618
301,0.001953125,-151.2178346219783,0,1.3768189698457718
302,0.0,0.0,0,1.3762011229991913
303,0.0,0.0,0,1.3760451674461365
304,0.0,0.0,0,1.3745241711537044
305,0.0,0.0,0,1.3738819509744644
306,0.001953125,-2.896927220746875,0,1.3738738149404526
307,0.001953125,-0.20804890004607537,0,1.3734019498030345
308,0.0,0.0,0,1.3739025443792343
309,0.0,0.0,0,1.373978892962138
310,0.0,0.0,0,1.3760071347157161
311,0.0,0.0,0,1.3720722893873851
312,0.001953125,-2.9099922881772122,0,1.3733048141002655
313,0.00390625,-3.6812594439834356,0,1.3756780674060185
314,0.00390625,-7860.735986391704,0,1.3707718352476757
315,0.0,0.0,0,1.3722485850254695
316,0.00390625,-1130.9731965959072,0,1.3726975967486699
317,0.005859375,-666.8925505851706,0,1.3683407654364903
318,0.0,0.0,0,1.3711261202891667
319,0.0,0.0,0,1.3736106405655544
320,0.001953125,-2.9192830501900366,0,1.3721816390752792
321,0.0,0.0,0,1.3708879897991817
322,0.001953125,-2087.379789238175,0,1.3752687027057011
323,0.001953125,-78.03834185904513,0,1.3730424443880718
324,0.001953125,-2099.056412556907,0,1.3703893820444744
325,0.005859375,-1096.38520223399,0,1.3688706904649734
326,0.0,0.0,0,1.371830900510152
327,0.00390625,-5.7936799973249435,0,1.3706381171941757
328,0.001953125,-77.9052541363053,0,1.369694580634435
329,0.0,0.0,0,1.3667522619167964
330,0.00390625,-0.8832819312810898,0,1.3693574219942093
331,0.0,0.0,0,1.3724657595157623
332,0.001953125,-151.8672345764935,0,1.3697392096122105
333,0.001953125,-5.600560206764688,0,1.375274732708931
334,0.005859375,-646.3521029154459,0,1.371187999844551
335,0.0,0.0,0,1.370470439394315
336,0.005859375,-1384.2436596552532,0,1.3674595852692921
337,0.001953125,-77.97246395672362,0,1.368520587682724
338,0.00390625,-16.61363980360329,0,1.365919257203738
339,0.005859375,-30325.3285643061,0,1.3655049552520115
340,0.0,0.0,0,1.364732598265012
341,0.0,0.0,0,1.3538301189740498
342,0.0,0.0,0,1.3558699786663055
343,0.0,0.0,0,1.341899573802948
344,0.0,0.0,0,1.3537306437889736
345,0.001953125,-0.7871303036808968,0,1.3551574697097142
346,0.001953125,-1074.2989262460421,0,1.3580208321412404
347,0.001953125,-0.7817128027478853,0,1.358178198337555
348,0.001953125,-39.84567815857008,0,1.3583163172006607
349,0.001953125,-78.79953724145889,0,1.3584762414296467
350,0.00390625,-1.8863313555096586,0,1.3615565846363704
351,0.001953125,-2.945335987955332,0,1.3615244676669438
352,0.00390625,-3.005912567178408,0,1.360721657673518
353,0.001953125,-0.3960471209138632,0,1.3567198912302654
354,0.0,0.0,0,1.3616436074177425
355,0.00390625,-2082.6967202524343,0,1.3591978251934052
356,0.0,0.0,0,1.365262856086095
357,0.0,0.0,0,1.3681150376796722
358,0.00390625,-21.189855756548543,0,1.3686820964018505
359,0.001953125,-4089.112486799558,0,1.3634756207466125
360,0.00390625,-99.20034152766068,0,1.3600905785957973
361,0.001953125,-1067.672482629617,0,1.3574452797571819
362,0.005859375,-61.6730777596434,0,1.3609062085549037
363,0.001953125,-1.5173341739379491,0,1.3618217706680298
364,0.001953125,-2.888068842856834,0,1.3628055304288864
365,0.0,0.0,0,1.3641555706659954
366,0.0,0.0,0,1.3677485585212708
367,0.0,0.0,0,1.3632303873697917
368,0.0,0.0,0,1.3662085483471553
369,0.0,0.0,0,1.3669909884532292
370,0.0078125,-2202.7582527796426,0,1.3634596467018127
371,0.001953125,-5.5964839576433105,0,1.3608512083689372
372,0.00390625,-6.04617715626955,0,1.361700748403867
373,0.0,0.0,0,1.3581611613432567
374,0.0,0.0,0,1.3652470260858536
375,0.001953125,-21.37243455951102,0,1.3571856667598088
376,0.00390625,-2.3047760874032974,0,1.3549646238485973
377,0.001953125,-14968.94096750021,0,1.3687105774879456
378,0.0,0.0,0,1.3768290082613628
379,0.00390625,-41.88678062086304,0,1.375928670167923
380,0.00390625,-89.00581107661128,0,1.374183048804601
381,0.001953125,-0.4041411162664493,0,1.376461644967397
382,0.0,0.0,0,1.3765883247057598
383,0.0,0.0,0,1.3753843953212102
384,0.0,0.0,0,1.3759945978720982
385,0.00390625,-12.3925229969124,0,1.373976578315099
386,0.001953125,-40.386686662212014,0,1.3756782462199528
387,0.001953125,-10.888213746094456,0,1.3747442364692688
388,0.0,0.0,0,1.3788262208302815
389,0.005859375,-5.1917359083890915,0,1.3755745887756348
390,0.0,0.0,0,1.37661245961984
391,0.001953125,-0.10711721765498321,0,1.377841720978419
392,0.005859375,-15075.376802523931,0,1.3749391784270604
393,0.00390625,-15239.093647122383,0,1.3718328376611073
394,0.0,0.0,0,1.3660332312186558
395,0.001953125,-4060.661276181539,0,1.36243137717247
396,0.001953125,-0.4021737507234017,0,1.352029358347257
397,0.00390625,-7806.131899531931,0,1.355609451731046
398,0.001953125,-289.84291621049243,0,1.353419120113055
399,0.001953125,-15066.323578834534,0,1.3596703708171844
400,0.00390625,-1.186459543261056,0,1.3614949037631352
401,0.001953125,-2.930287132272497,0,1.3578947236140568
402,0.00390625,-16.49666775887211,0,1.356838618715604
403,0.001953125,-1.50510664183336,0,1.360381195942561
404,0.0,0.0,0,1.361097459991773
405,0.00390625,-11.295890154627463,0,1.3618923425674438
406,0.0,0.0,0,1.3553597678740819
407,0.001953125,-5622820.130575816,0,1.3654264758030574
408,0.00390625,-41.825083473076425,0,1.371783584356308
409,0.001953125,-2115.0550084908805,0,1.3735471566518147
410,0.00390625,-2068.0230314917862,0,1.3728340864181519
411,0.0,0.0,0,1.3751252094904582
412,0.0,0.0,0,1.3759752313296
413,0.0,0.0,0,1.3745302160580952
414,0.0,0.0,0,1.3732811113198597
415,0.0,0.0,0,1.3752165188392003
416,0.00390625,-6.409285886834065,0,1.3748569190502167
417,0.001953125,-0.4007716538229336,0,1.371956338485082
418,0.0,0.0,0,1.3768821358680725
419,0.0,0.0,0,1.3726030935843785
420,0.0,0.0,0,1.377088521917661
421,0.0,0.0,0,1.371577297647794
422,0.001953125,-0.4023567441230019,0,1.376271406809489
423,0.001953125,-78.37043613847345,0,1.3756415744622548
424,0.00390625,-5.788591274681191,0,1.3708344399929047
425,0.001953125,-0.40353897873622674,0,1.375684027870496
426,0.001953125,-0.10635984533776839,0,1.3772820383310318
427,0.00390625,-12.346106500985721,0,1.3774562726418178
428,0.00390625,-3.3277784512223056,0,1.3743380159139633
429,0.001953125,-0.20679567195475101,0,1.3721118420362473
430,0.0,0.0,0,1.3756186664104462
431,0.005859375,-29214.28848909835,0,1.3729769239823024
432,0.0,0.0,0,1.372809812426567
433,0.001953125,-15018.308230082193,0,1.3766783426205318
434,0.0,0.0,0,1.3714404205481212
435,0.0,0.0,0,1.3747479369242985
436,0.0,0.0,0,1.3771199484666188
437,0.0,0.0,0,1.3760681351025899
438,0.0,0.0,0,1.3732443898916245
439,0.0,0.0,0,1.373790259162585
440,0.0,0.0,0,1.377776210506757
441,0.001953125,-1.5052615776658058,0,1.3745612452427547
442,0.001953125,-20.919542613128822,0,1.368632733821869
443,0.001953125,-150.51571057240167,0,1.3710096528132756
444,0.001953125,-1.508610935881734,0,1.3758103400468826
445,0.001953125,-10.845522173369924,0,1.372673322757085
446,0.001953125,-0.20600869972258806,0,1.3778958022594452
447,0.0,0.0,0,1.3694078822930653
448,0.001953125,-294.3022668218861,0,1.3688203394412994
449,0.001953125,-1.508394159997503,0,1.3674017637968063
450,0.0078125,-6.216525407197575,0,1.3716121564308803
451,0.00390625,-11.237967679277062,0,1.375854805111885
452,0.005859375,-290.1344633921981,0,1.3708782245715458
453,0.001953125,-0.10621732682920992,0,1.3741803765296936
454,0.001953125,-0.7746468346255521,0,1.3733961284160614
455,0.0,0.0,0,1.3730278710524242
456,0.0,0.0,0,1.3762965550025303
457,0.00390625,-5.837848724176486,0,1.3738837291797001
458,0.0,0.0,0,1.3785213778416316
459,0.0,0.0,0,1.371457263827324
460,0.001953125,-1514751.1543916066,0,1.3714067886273067
461,0.0,0.0,0,1.3557137350241344
462,0.00390625,-51.63635642935211,0,1.3539686153332393
463,0.001953125,-2.8389100401351848,0,1.3533448378245037
464,0.0,0.0,0,1.3543820281823475
465,0.00390625,-6.2872506597389775,0,1.3482649872700374
466,0.00390625,-108526.29879792531,0,1.35330468416214
467,0.0,0.0,0,1.3530055632193883
468,0.0,0.0,0,1.3608282456795375
469,0.0,0.0,0,1.35328142841657
470,0.0,0.0,0,1.3581350892782211
471,0.001953125,-77.56175175309181,0,1.351399724682172
472,0.00390625,-31.839334378639858,0,1.3520502348740895
473,0.0,0.0,0,1.3527170171340306
474,0.005859375,-16.556514869754512,0,1.3561201443274815
475,0.0,0.0,0,1.362205222249031
476,0.005859375,-373.74706550439197,0,1.3597338596979778
477,0.001953125,-1.507862649237116,0,1.3565167337656021
478,0.001953125,-1.4880393071410556,0,1.3589436411857605
479,0.001953125,-5.608123661212933,0,1.356945976614952
480,0.00390625,-2155.819043805512,0,1.3477703084548314
481,0.0,0.0,0,1.354969913760821
482,0.0,0.0,0,1.3612975428501766
483,0.0,0.0,0,1.3593217084805171
484,0.001953125,-2.9016867267588773,0,1.35346519947052
485,0.001953125,-20.584414305553462,0,1.3565969318151474
486,0.001953125,-3928.758261745175,0,1.350430632630984
487,0.00390625,-151.15737943102917,0,1.354926774899165
488,0.001953125,-0.7898671524599195,0,1.3530302892128627
489,0.00390625,-21.38909666147083,0,1.356047362089157
490,0.00390625,-7798.445186513166,0,1.354493369658788
491,0.005859375,-2097.1503088474274,0,1.3596627513567607
492,0.0,0.0,0,1.359634314974149
493,0.001953125,-2.902032869247099,0,1.3581874469916027
494,0.00390625,-61.81308549642563,0,1.3532554407914479
495,0.0,0.0,0,1.363002876440684
496,0.0,0.0,0,1.357385367155075
497,0.001953125,-288.5313447934265,0,1.361173118154208
498,0.001953125,-20.43444600204627,0,1.3477026522159576
499,0.0,0.0,0,1.3596877853075664
500,0.001953125,-5.646441047390302,0,1.3521681427955627
