episode,env_steps,elapsed_time_s,steps_per_s,episode_return,rolling20_return,avg_loss
787,318534,523.45,608.52,257.12,264.99,0.6293
788,318736,523.77,608.54,273.05,265.20,0.4964
789,319018,524.21,608.56,290.16,266.35,0.5761
790,319252,524.62,608.54,256.24,266.68,0.6340
791,319498,525.02,608.55,251.98,266.03,0.5811
792,320067,525.98,608.51,225.27,261.66,0.7236
793,320318,526.40,608.51,292.78,263.63,0.5869
794,320748,527.11,608.50,274.51,262.51,0.7462
795,320974,527.48,608.50,290.89,263.19,0.7117
796,321307,528.06,608.47,240.62,262.21,0.5784
797,321568,528.49,608.47,289.65,263.56,0.7021
798,321858,528.97,608.47,255.64,261.69,0.7313
799,322094,529.39,608.43,297.97,265.24,0.5966
800,322373,529.86,608.41,271.07,265.48,0.4703
801,322584,530.21,608.41,291.50,265.65,0.6948
802,323098,531.09,608.37,244.06,264.93,0.6337
803,323417,531.62,608.36,252.84,264.20,0.5585
804,323758,532.20,608.34,299.48,267.61,0.6686
805,324071,532.72,608.33,274.97,269.32,0.6264
806,324303,533.11,608.32,257.21,269.35,0.6837
807,324539,533.55,608.27,269.19,269.95,0.6013
808,324882,534.14,608.23,236.54,268.13,0.6361
809,325092,534.48,608.24,240.66,265.65,0.6829
810,325304,534.84,608.23,295.14,267.60,0.6837
811,325595,535.32,608.23,273.27,268.66,0.6866
812,325843,535.73,608.22,268.54,270.83,0.7026
813,326096,536.16,608.21,283.51,270.36,0.6348
814,326852,537.41,608.20,191.15,266.20,0.6551
815,327140,537.89,608.20,271.04,265.20,0.7876
816,327441,538.37,608.20,262.36,266.29,0.5630
817,327636,538.70,608.20,282.02,265.91,0.4650
818,327948,539.20,608.22,278.93,267.07,0.5641
819,328137,539.51,608.21,275.80,265.96,0.6983
820,328307,539.78,608.22,243.95,264.61,0.6319
821,328510,540.11,608.23,233.85,261.73,0.7408
822,328772,540.53,608.23,286.26,263.84,0.5827
823,328964,540.85,608.24,274.54,264.92,0.5837
824,329350,541.49,608.23,268.96,263.40,0.6199
825,329731,542.12,608.23,282.38,263.77,0.8057
826,330024,542.59,608.24,290.85,265.45,0.7119
827,330273,543.01,608.23,265.17,265.25,0.6164
828,330508,543.39,608.24,299.57,268.40,0.6417
829,330845,543.94,608.24,297.23,271.23,0.5672
830,331163,544.46,608.25,225.28,267.73,0.5991
831,331481,544.96,608.26,268.68,267.50,0.7730
832,331781,545.46,608.26,300.37,269.09,0.6070
833,332207,546.17,608.24,257.66,267.80,0.5719
834,332699,547.01,608.21,254.83,270.99,0.5949
835,332904,547.36,608.20,244.90,269.68,0.6482
836,333120,547.72,608.19,284.11,270.77,0.6322
837,333365,548.12,608.19,298.41,271.59,0.7814
838,333786,548.83,608.18,268.12,271.05,0.6736
839,334060,549.26,608.20,241.32,269.32,0.6790
840,334380,549.78,608.21,279.14,271.08,0.6065
841,334668,550.25,608.21,306.22,274.70,0.6866
842,334958,550.73,608.21,254.74,273.12,0.6978
843,335197,551.13,608.20,280.30,273.41,0.5821
844,335406,551.50,608.17,-216.91,249.12,0.5678
845,335612,551.86,608.15,309.68,250.48,0.6227
846,335839,552.23,608.15,257.89,248.83,0.9726
847,336117,552.71,608.12,285.42,249.85,0.7444
848,336376,553.12,608.14,226.50,246.19,0.5363
849,336727,553.70,608.14,266.80,244.67,0.6503
850,336962,554.10,608.13,279.59,247.39,0.6527
851,337320,554.69,608.12,214.20,244.66,0.6386
852,337670,555.24,608.15,284.59,243.88,0.7103
853,337928,555.69,608.12,274.34,244.71,0.6754
854,338156,556.12,608.07,299.42,246.94,0.7111
855,338405,556.54,608.06,241.34,246.76,0.6633
856,338580,556.84,608.04,265.72,245.84,0.8035
857,338764,557.15,608.03,262.90,244.07,0.7291
858,339040,557.60,608.04,260.30,243.67,0.5595
859,339266,557.97,608.04,264.56,244.84,0.6432
860,339527,558.41,608.03,277.86,244.77,0.7246
861,339771,558.81,608.03,230.65,240.99,0.7445
862,340185,559.49,608.03,263.76,241.45,0.7882
863,340441,559.91,608.02,299.16,242.39,0.5737
864,340751,560.41,608.04,257.30,266.10,0.7909
865,340945,560.72,608.04,254.98,263.36,0.6568
866,341216,561.16,608.05,244.87,262.71,0.5672
867,341410,561.49,608.05,276.46,262.27,0.7076
868,341707,561.97,608.05,244.70,263.18,0.7293
869,341955,562.38,608.05,232.21,261.45,0.8342
870,342226,562.82,608.05,240.80,259.51,0.6811
871,342476,563.23,608.06,280.32,262.81,0.5437
872,342763,563.71,608.05,269.41,262.05,0.7460
873,342953,564.01,608.06,244.15,260.54,0.6959
874,343166,564.37,608.05,246.50,257.90,0.6309
875,343419,564.78,608.06,288.21,260.24,0.6594
876,343603,565.08,608.06,242.23,259.07,0.7600
877,343934,565.64,608.04,241.43,257.99,0.6582
878,344161,566.01,608.05,266.65,258.31,0.5438
879,344407,566.41,608.06,280.43,259.10,0.7129
880,344683,566.87,608.05,287.19,259.57,0.7295
881,344850,567.15,608.04,250.32,260.55,0.5112
882,345062,567.50,608.04,252.24,259.98,0.5641
883,345321,567.93,608.03,271.33,258.59,0.7965
884,345603,568.42,608.01,276.04,259.52,0.5872
885,345853,568.84,608.00,290.99,261.32,0.7690
886,346042,569.14,608.01,264.47,262.30,0.8785
887,346339,569.62,608.02,254.87,261.22,0.7788
888,346578,570.01,608.02,266.57,262.32,0.8229
889,346779,570.34,608.02,265.37,263.98,0.8852
890,346931,570.59,608.02,272.97,265.58,0.7510
891,347012,570.72,608.03,36.74,253.41,0.9223
892,347207,571.07,607.99,265.98,253.23,0.6096
893,347279,571.19,607.99,-20.56,240.00,0.5018
894,347484,571.53,607.98,267.78,241.06,0.7163
895,347906,572.23,607.98,226.80,237.99,0.6620
896,348004,572.39,607.98,-5.98,225.58,0.8892
897,348278,572.86,607.97,259.96,226.51,0.5980
898,348509,573.24,607.96,293.10,227.83,0.7612
899,348698,573.55,607.96,289.78,228.30,0.6365
900,348978,574.03,607.95,301.71,229.02,0.7227
901,349240,574.47,607.94,256.61,229.34,0.5193
902,349443,574.81,607.93,279.28,230.69,0.5860
903,349745,575.32,607.91,303.10,232.28,0.7496
904,350066,575.89,607.87,313.78,234.17,0.6512
905,350306,576.33,607.82,291.76,234.20,0.7203
906,350524,576.71,607.80,230.10,232.49,0.5975
907,350787,577.16,607.78,273.10,233.40,0.7724
908,351086,577.66,607.78,256.04,232.87,0.5534
909,351378,578.14,607.77,284.23,233.81,0.7084
910,351608,578.53,607.76,291.33,234.73,0.8684
911,351898,579.01,607.76,254.45,245.62,0.6744
912,352170,579.45,607.77,298.76,247.26,0.6880
913,352477,579.99,607.73,281.10,262.34,0.6619
914,352702,580.36,607.73,293.58,263.63,0.6715
915,353015,580.92,607.68,287.03,266.64,0.5811
916,353355,581.50,607.66,295.30,281.71,0.6832
917,353675,582.05,607.64,292.08,283.31,0.6806
918,353895,582.42,607.62,238.80,280.60,0.7459
919,354124,582.82,607.61,309.19,281.57,0.7121
920,354375,583.24,607.60,269.31,279.95,0.7519
921,354596,583.59,607.61,252.10,279.72,0.6122
922,354840,584.00,607.60,295.72,280.54,0.4598
923,355098,584.43,607.59,257.87,278.28,0.7447
924,355327,584.86,607.54,280.73,276.63,0.7342
925,355562,585.25,607.54,297.51,276.92,0.5048
926,355639,585.38,607.53,-36.29,263.60,0.8341
927,355864,585.74,607.54,256.74,262.78,0.7438
928,356342,586.53,607.55,209.10,260.43,0.7349
929,356516,586.81,607.55,280.33,260.24,0.8926
930,356793,587.26,607.55,306.92,261.02,0.7041
931,357077,587.74,607.55,264.79,261.53,0.7517
932,357321,588.13,607.55,286.86,260.94,0.5553
933,357582,588.56,607.55,268.45,260.31,0.8213
934,357889,589.07,607.55,269.72,259.11,0.6861
935,358166,589.52,607.55,295.32,259.53,0.6500
936,358384,589.88,607.56,299.81,259.75,0.5444
937,358470,590.01,607.56,44.63,247.38,0.7458
938,358681,590.37,607.55,294.55,250.17,0.8001
939,358902,590.74,607.55,296.79,249.55,0.6345
940,359164,591.15,607.57,274.74,249.82,0.8105
941,359372,591.49,607.57,275.55,250.99,0.6252
942,359622,591.90,607.57,270.30,249.72,0.5946
943,359829,592.26,607.55,273.83,250.52,0.7991
944,360042,592.61,607.56,254.24,249.20,0.5961
945,360318,593.06,607.56,221.40,245.39,0.6264
946,360655,593.64,607.53,261.20,260.26,0.8143
947,360988,594.19,607.52,233.97,259.12,0.8231
948,361186,594.52,607.52,281.98,262.77,0.6009
949,361381,594.85,607.51,251.07,261.31,0.7787
950,362013,595.89,607.52,226.80,257.30,0.7077
951,362307,596.40,607.49,271.14,257.62,0.6124
952,362564,596.83,607.49,296.38,258.09,0.6098
953,362914,597.39,607.50,269.32,258.14,0.7573
954,363154,597.80,607.49,265.48,257.92,0.7267
955,363471,598.30,607.50,223.70,254.34,0.7384
956,363715,598.72,607.49,252.32,251.97,0.6725
957,363942,599.08,607.50,284.78,263.98,0.7687
958,364178,599.50,607.47,285.30,263.51,0.5594
959,364635,600.26,607.46,271.72,262.26,0.7627
960,365009,600.89,607.45,267.21,261.88,0.6796
961,365294,601.37,607.44,254.89,260.85,0.6803
962,365493,601.70,607.43,252.76,259.98,0.6479
963,365792,602.20,607.43,277.23,260.14,0.7347
964,365874,602.34,607.42,54.82,250.17,1.0585
965,366126,602.75,607.43,267.41,252.47,0.6161
966,366373,603.15,607.43,262.81,252.56,0.8263
967,366442,603.26,607.44,-44.25,238.64,0.7605
968,366938,604.11,607.40,280.99,238.60,0.6986
969,367207,604.56,607.40,249.91,238.54,0.6972
970,367546,605.12,607.39,285.61,241.48,0.7968
971,367813,605.55,607.40,259.14,240.88,0.8218
972,368012,605.87,607.41,268.48,239.48,0.7988
973,368267,606.30,607.41,268.32,239.43,0.7657
974,368551,606.77,607.40,280.32,240.18,0.7512
975,368845,607.26,607.39,256.82,241.83,0.7514
976,369202,607.86,607.38,297.21,244.08,0.6373
977,369502,608.34,607.40,260.95,242.88,0.6954
978,369996,609.14,607.41,266.17,241.93,0.7040
979,370372,609.75,607.42,264.86,241.58,0.6790
980,370703,610.31,607.40,257.75,241.11,0.7380
981,370976,610.77,607.39,223.87,239.56,0.9437
982,371634,611.87,607.38,277.48,240.80,0.6892
983,371817,612.16,607.39,241.72,239.02,0.6525
984,372182,612.74,607.40,266.95,249.63,0.8082
985,372575,613.40,607.39,271.56,249.83,0.6702
986,372879,613.90,607.39,253.61,249.37,0.7569
987,373256,614.53,607.39,240.93,263.63,0.8614
988,373471,614.89,607.38,240.99,261.63,0.5496
989,373882,615.59,607.36,228.32,260.55,0.7965
990,374042,615.88,607.33,266.02,259.57,0.6734
991,374561,616.75,607.32,257.62,259.50,0.8049
992,374781,617.09,607.33,265.92,259.37,0.8713
993,375092,617.61,607.33,259.04,258.90,0.7135
994,375377,618.09,607.32,256.26,257.70,0.6249
995,375574,618.41,607.33,243.53,257.04,0.6729
996,375828,618.83,607.32,281.37,256.25,0.7147
997,376123,619.31,607.32,257.96,256.10,0.7960
998,376319,619.64,607.32,264.58,256.02,0.5836
999,376635,620.16,607.32,254.30,255.49,0.8266
1000,376864,620.54,607.31,270.79,256.14,0.8906
